session_id,user_id,pricing_model,energy_kwh,import_kwh,export_kwh,net_kwh,schema_version,start_ts,end_ts,batch_day,receipt_hash,merkle_root,batch_root
db_report_20260605_v2-0060,user-010,TOU,14.471,14.471,0.0,14.471,v2g-v1,2026-06-05T02:45:42.109373+00:00,2026-06-05T04:00:42.109373+00:00,2026-06-05,0xe695fcb78452cc4fde7086763a4a15ee99fbf0f2f54529a9f562547366a2adbe,0x8ed3ce4c0b19eba9e24b67625ccbd11927d411530e63888576c015f7cbd2539f,0xcaa3a2c94cf788fb0e40292f9224dc1474203488f5caf6203ce0a65c1e7e34cb
db_report_20260605_v2-0061,user-003,TOU,3.552,3.552,0.0,3.552,v2g-v1,2026-06-05T02:44:00.249071+00:00,2026-06-05T03:04:00.249071+00:00,2026-06-05,0x9d540a95ffaa28fa53d0f0921e0baa46484b6448d68ce8ecd96f3d43903d09d4,0x09fafb62d5f7d499157d4b6ea259db1f27a1df791dbbd0653439a222bb2c9524,0xcaa3a2c94cf788fb0e40292f9224dc1474203488f5caf6203ce0a65c1e7e34cb
db_report_20260605_v2-0062,user-002,TOU,15.176,15.176,0.0,15.176,v2g-v1,2026-06-05T00:26:27.845137+00:00,2026-06-05T01:06:27.845137+00:00,2026-06-05,0xd5148f07f7e14f72afad0a485ed7c7ba8fd74fa932de8bf9d97b3a959e394926,0x1323d1591e011f4b4298c7bc7b9e907bf0a293b92a7fed0ce7147654535364a3,0xcaa3a2c94cf788fb0e40292f9224dc1474203488f5caf6203ce0a65c1e7e34cb
db_report_20260605_v2-0063,user-006,TOU,0.8,5.908,5.108,0.8,v2g-v1,2026-06-05T18:08:15.647285+00:00,2026-06-05T18:38:15.647285+00:00,2026-06-05,0xe52c679d7a4478782e4e70932af42cde78f79ea0f213ae1f855d8ea2e3fc25ae,0xa1e35961dc02cd05c99b6434b8145267a56ce18d922da14afe12cf463acbbd92,0xcaa3a2c94cf788fb0e40292f9224dc1474203488f5caf6203ce0a65c1e7e34cb
db_report_20260605_v2-0064,user-003,TOU,3.485,3.485,0.0,3.485,v2g-v1,2026-06-05T11:01:05.384527+00:00,2026-06-05T11:31:05.384527+00:00,2026-06-05,0x0ed715998de51ff96a687bc0932dec1994e28da0bcd39962035fcd0ac60e0b9e,0x6aa808dbb9216ecbe752cfa8da96ec5a21e5d33fe3b06a5064207fec5b143962,0xcaa3a2c94cf788fb0e40292f9224dc1474203488f5caf6203ce0a65c1e7e34cb
db_report_20260605_v2-0065,user-002,TOU,10.897,10.897,0.0,10.897,v2g-v1,2026-06-05T06:05:14.520237+00:00,2026-06-05T07:05:14.520237+00:00,2026-06-05,0x8a91c65fc231e4af12f78cb985c0255ff1afd7e9f2ad657fa8ac2527d496ed5b,0xc345a9215599647446b8b29199cd903117c6267c07fc48d4b91db54349d236d6,0xcaa3a2c94cf788fb0e40292f9224dc1474203488f5caf6203ce0a65c1e7e34cb
db_report_20260605_v2-0066,user-008,TOU,3.725,3.725,0.0,3.725,v2g-v1,2026-06-05T22:13:10.402158+00:00,2026-06-05T22:33:10.402158+00:00,2026-06-05,0x74db73be1b94b81541c909252dc8df4b1bb2707547ed27563676eaf9beea5198,0x50987115ac05a37c13c04e58770aa0e53684bb9554d54d49e5546cc9e72aa124,0xcaa3a2c94cf788fb0e40292f9224dc1474203488f5caf6203ce0a65c1e7e34cb
db_report_20260605_v2-0067,user-005,TOU,9.82,11.552,1.732,9.82,v2g-v1,2026-06-05T13:05:38.987921+00:00,2026-06-05T14:20:38.987921+00:00,2026-06-05,0xc736b35bd4375f21ca77fdfb2dffff85dfa613e7af06c3fa95513ef00037f933,0x09e280ff246cb7d0f527f426eec4ca0313fedb91752773e0d7f4d0c3847f5069,0xcaa3a2c94cf788fb0e40292f9224dc1474203488f5caf6203ce0a65c1e7e34cb
db_report_20260605_v2-0068,user-002,TOU,4.603,4.603,0.0,4.603,v2g-v1,2026-06-05T13:37:05.868797+00:00,2026-06-05T14:17:05.868797+00:00,2026-06-05,0x54bd5d0fa6e5ecaa53bc3c0b3cf34d2e6561faa1200508a0afd0a3fc0a59a7b0,0x35ed484d76d73f20e69028d6da1885c34d327e8ff3766ad9c0f791bcbeac8190,0xcaa3a2c94cf788fb0e40292f9224dc1474203488f5caf6203ce0a65c1e7e34cb
db_report_20260605_v2-0069,user-005,TOU,-2.465,11.969,14.434,-2.465,v2g-v1,2026-06-05T15:32:37.769556+00:00,2026-06-05T16:47:37.769556+00:00,2026-06-05,0xf5597d10dbed76645676f78b901a2a39598dc4d599f202a7a8ba367c6323109e,0xda3da0518a80e574ef68a9a289eb28cff384bdb5524da20d85bebe4adcf29ac1,0xcaa3a2c94cf788fb0e40292f9224dc1474203488f5caf6203ce0a65c1e7e34cb
db_report_20260605_v2-0070,user-006,TOU,3.557,3.557,0.0,3.557,v2g-v1,2026-06-05T15:33:31.576448+00:00,2026-06-05T16:03:31.576448+00:00,2026-06-05,0x450b289aefa17bb01a808bdea7ce5c739e5fdfce513a47eb95e5c02fd8db64b6,0x84c2014a6334d1a968402edabec4b226ab2e5f45469299c7ec23f934f0688d72,0xcaa3a2c94cf788fb0e40292f9224dc1474203488f5caf6203ce0a65c1e7e34cb
db_report_20260605_v2-0071,user-005,TOU,22.619,24.665,2.046,22.619,v2g-v1,2026-06-05T06:39:54.108387+00:00,2026-06-05T07:54:54.108387+00:00,2026-06-05,0x130896671eb218a38704043363396ae7f8dd0b37065413a252d4289b15278765,0x7fcf7feca5b7ed6b844f4ed808ead591cbe8b3dd475c6ca8520bca13769af706,0xcaa3a2c94cf788fb0e40292f9224dc1474203488f5caf6203ce0a65c1e7e34cb
db_report_20260605_v2-0072,user-010,TOU,5.3,5.3,0.0,5.3,v2g-v1,2026-06-05T22:40:06.838784+00:00,2026-06-05T23:10:06.838784+00:00,2026-06-05,0x55cc8f6f24fab52e1c35c5700b6010d35cc4c7a266089a98fd8f83041b85954d,0x63d99b2469ec6e4847192740f2fae2609ffa4adc3488454f1d7aadd5a55e39d5,0xcaa3a2c94cf788fb0e40292f9224dc1474203488f5caf6203ce0a65c1e7e34cb
db_report_20260605_v2-0073,user-009,TOU,-4.727,0.0,4.727,-4.727,v2g-v1,2026-06-05T10:34:26.283753+00:00,2026-06-05T11:14:26.283753+00:00,2026-06-05,0x9ca0c6c968285249483815d2e78288c5647fa00e690de2841ed9761654f04c4b,0x6f7a8de4672981958a9adcaafc2ba3a32fe3b6f7834f70753bec9303ef6c9e50,0xcaa3a2c94cf788fb0e40292f9224dc1474203488f5caf6203ce0a65c1e7e34cb
db_report_20260605_v2-0074,user-006,TOU,13.979,13.979,0.0,13.979,v2g-v1,2026-06-05T19:51:30.157198+00:00,2026-06-05T21:06:30.157198+00:00,2026-06-05,0x9ffc68a420876243db8f2f38502f8dcd2aaab7642137474f5559e2d05690ded7,0x3e170adb07d9f739239c268db0364802afd89a53cd5a7f4fa20dcfadc39e787e,0xcaa3a2c94cf788fb0e40292f9224dc1474203488f5caf6203ce0a65c1e7e34cb
db_report_20260605_v2-0075,user-003,TOU,0.23,2.808,2.578,0.23,v2g-v1,2026-06-05T18:18:46.371451+00:00,2026-06-05T18:48:46.371451+00:00,2026-06-05,0x94a8f1037dafea5696bb1bb8166755fc5b56b8e9883279f3524f4e11603742d0,0xaeffee49979b69e29d9c16f4bf62c384e1d9c90049bff99d3df821a6cd504e99,0xcaa3a2c94cf788fb0e40292f9224dc1474203488f5caf6203ce0a65c1e7e34cb
db_report_20260605_v2-0076,user-010,TOU,14.524,14.524,0.0,14.524,v2g-v1,2026-06-05T08:33:05.505830+00:00,2026-06-05T09:48:05.505830+00:00,2026-06-05,0xfa03c227abb2c8b9f13c2fa5f8ecd19949cd5f4534655b0fe4fced9a56be1e58,0xb2aa67b7a945cbd26c94bfe5df1e2bd339f9d146b8c608723cc13123750ee877,0xcaa3a2c94cf788fb0e40292f9224dc1474203488f5caf6203ce0a65c1e7e34cb
db_report_20260605_v2-0077,user-008,TOU,3.436,3.436,0.0,3.436,v2g-v1,2026-06-05T10:03:19.539200+00:00,2026-06-05T10:23:19.539200+00:00,2026-06-05,0xba2d86150d726f05e013ca7d20102cfc5d1dd64c97ccd6a50939b14ffb2aa474,0x66a9957f797a9c727442c1a9a06b902ffe73f42ca23715e3149c461fd9a0b83f,0xcaa3a2c94cf788fb0e40292f9224dc1474203488f5caf6203ce0a65c1e7e34cb
db_report_20260605_v2-0078,user-006,TOU,7.893,7.893,0.0,7.893,v2g-v1,2026-06-05T00:24:21.885794+00:00,2026-06-05T00:44:21.885794+00:00,2026-06-05,0x0d171a12ff1365e2a871c7f81027966bb953d2d01d84a31f034f34fbd3701686,0xb8669bf8b29b289dd0ee0d0503c8f18ae1874fa6e04a8de0ecddbd9d47ceebee,0xcaa3a2c94cf788fb0e40292f9224dc1474203488f5caf6203ce0a65c1e7e34cb
db_report_20260605_v2-0079,user-005,TOU,14.074,14.074,0.0,14.074,v2g-v1,2026-06-05T14:41:07.209257+00:00,2026-06-05T15:21:07.209257+00:00,2026-06-05,0x637f297722ef1e59744342a98a22025eb361c5baf6ed4df13bb6e83504ce6b6a,0xa36d7a91f3a9252f36d0fb76e18a497910c86e773e5900751c50d1f8bc3556e3,0xcaa3a2c94cf788fb0e40292f9224dc1474203488f5caf6203ce0a65c1e7e34cb
db_report_20260605_v2-0080,user-010,TOU,6.849,6.849,0.0,6.849,v2g-v1,2026-06-05T08:03:23.914041+00:00,2026-06-05T08:43:23.914041+00:00,2026-06-05,0x99f1c5e4d054fea65330e5544a3b29de8451adb1210b93fcc9369c6f4d941ea2,0xc034f5e6e200099a0bb73c2785c4a4ada078a0f0941582bd416fef8d439fb795,0xcaa3a2c94cf788fb0e40292f9224dc1474203488f5caf6203ce0a65c1e7e34cb
db_report_20260605_v2-0081,user-009,TOU,-22.208,0.0,22.208,-22.208,v2g-v1,2026-06-05T21:44:25.663818+00:00,2026-06-05T22:44:25.663818+00:00,2026-06-05,0x32c9aed468c731b37e7e59c48996a6b6d23a948ec7c1952d37845f585fe0045a,0x2f0003efb08cba07e78db07390a28794bbb7145f35a5fd8034b94e43bc897a6e,0xcaa3a2c94cf788fb0e40292f9224dc1474203488f5caf6203ce0a65c1e7e34cb
db_report_20260605_v2-0082,user-010,TOU,0.04,3.485,3.445,0.04,v2g-v1,2026-06-05T20:50:17.362820+00:00,2026-06-05T21:50:17.362820+00:00,2026-06-05,0xc8ee63743d79e37f1ff27a25b2304a62055dd3c15ee56b6bcf25314878476075,0x31d558e93d6121e950a7faa541c61e0f15f3891582c9497cc4f187d93ee837ff,0xcaa3a2c94cf788fb0e40292f9224dc1474203488f5caf6203ce0a65c1e7e34cb
db_report_20260605_v2-0083,user-010,TOU,10.732,10.732,0.0,10.732,v2g-v1,2026-06-05T00:21:24.401839+00:00,2026-06-05T01:21:24.401839+00:00,2026-06-05,0x9add9966ad8238353ef30ebd7b36997b18e2f2f518f323fc2174998234749292,0x6d490d10253981a91f7add44483553ff1bbed99346e8d41259e27cbd9efedfac,0xcaa3a2c94cf788fb0e40292f9224dc1474203488f5caf6203ce0a65c1e7e34cb
db_report_20260605_v2-0084,user-005,TOU,9.311,9.311,0.0,9.311,v2g-v1,2026-06-05T13:11:58.819360+00:00,2026-06-05T14:26:58.819360+00:00,2026-06-05,0x260a0233c9520822d03495b68190de7c7cee531ef80b275aebf901f1248249c3,0x60acf09e5ba921f5df024f9dce15530f5c2a465713546893bfb8a49ed69dc9d6,0xcaa3a2c94cf788fb0e40292f9224dc1474203488f5caf6203ce0a65c1e7e34cb
db_report_20260605_v2-0085,user-003,TOU,11.175,11.175,0.0,11.175,v2g-v1,2026-06-05T05:46:16.124228+00:00,2026-06-05T06:46:16.124228+00:00,2026-06-05,0x93ade50d0954d3b6a2cf8c26ce8c6317af444392ce01a15b36e107d33032d4a6,0x1405f273b8196baaf33a26ead9ea917d522b9ba4aade5c867879e5989577f869,0xcaa3a2c94cf788fb0e40292f9224dc1474203488f5caf6203ce0a65c1e7e34cb
db_report_20260605_v2-0086,user-008,TOU,7.473,7.473,0.0,7.473,v2g-v1,2026-06-05T09:39:41.746700+00:00,2026-06-05T09:59:41.746700+00:00,2026-06-05,0x532b9b645c72a377e7f49ceeaac879e5b81ffb02fe3d649d3310de9843f6f5b1,0xf693625a0fe2182405cda6ed352330cc02ba5e2633f8d2c259490355f9274c2e,0xcaa3a2c94cf788fb0e40292f9224dc1474203488f5caf6203ce0a65c1e7e34cb
db_report_20260605_v2-0087,user-002,TOU,4.648,4.648,0.0,4.648,v2g-v1,2026-06-05T11:25:10.934217+00:00,2026-06-05T12:05:10.934217+00:00,2026-06-05,0x94815b39447b98f3e8fcfde6fbf23e647b8e52d1b4e480b643d0e6fd0dcffbdd,0xbfa1740c6acb8e20916317f6ec904cafbc7e40ff6f7e3588032243c35d1ec861,0xcaa3a2c94cf788fb0e40292f9224dc1474203488f5caf6203ce0a65c1e7e34cb
db_report_20260605_v2-0088,user-006,TOU,7.148,7.148,0.0,7.148,v2g-v1,2026-06-05T18:11:46.720133+00:00,2026-06-05T18:31:46.720133+00:00,2026-06-05,0x78b56e642c2730728bc2b583ba1056f97848a937953eaf652ee83a11ab5d4c64,0xe73f53f73031b51d70aaff1211c4f1d986f0cc12c5212af3343681a37a1c2ec2,0xcaa3a2c94cf788fb0e40292f9224dc1474203488f5caf6203ce0a65c1e7e34cb
db_report_20260605_v2-0089,user-008,TOU,3.751,3.751,0.0,3.751,v2g-v1,2026-06-05T08:49:18.022754+00:00,2026-06-05T09:19:18.022754+00:00,2026-06-05,0xe2f5a227256afb15faca95956c811ea94a81aacc43c48f5c484d6088f4d7b11b,0x93aa3a56e8f5a711ab44deb67efd1d6fe843e1e4af444d8b7abf4bdfd54be5e1,0xcaa3a2c94cf788fb0e40292f9224dc1474203488f5caf6203ce0a65c1e7e34cb
db_report_20260605_v2-0090,user-009,TOU,-0.003,3.668,3.671,-0.003,v2g-v1,2026-06-05T12:37:18.260073+00:00,2026-06-05T12:57:18.260073+00:00,2026-06-05,0xb0ac7da0b24c9e5e926c58211150ab8e0c29e95af566b4b835ca90e4960a7954,0x8d7113a1d20853079d20ec61fbc0f8df7b01873fe8e1b5bd138c786127b2a170,0xcaa3a2c94cf788fb0e40292f9224dc1474203488f5caf6203ce0a65c1e7e34cb
db_report_20260605_v2-0091,user-007,TOU,5.52,5.52,0.0,5.52,v2g-v1,2026-06-05T15:50:47.235306+00:00,2026-06-05T16:20:47.235306+00:00,2026-06-05,0xc960124cb8c8fd34d3f2e993ac436779024856da5220826492d661a076e4edf5,0xb5917a62e47cdd1948dfd4667a584bcec7880ac00b1fc95c39860f9fb934848b,0xcaa3a2c94cf788fb0e40292f9224dc1474203488f5caf6203ce0a65c1e7e34cb
db_report_20260605_v2-0092,user-002,TOU,-6.951,0.0,6.951,-6.951,v2g-v1,2026-06-05T16:06:47.720178+00:00,2026-06-05T16:46:47.720178+00:00,2026-06-05,0x2c3c083e87b5c30e82afc707430f4ed2d14e4e19c6b8634ab6457ba158779880,0x6c2cea895c364e2867568cd0336e775ec095049075d44fa4b4bc7e60d241d915,0xcaa3a2c94cf788fb0e40292f9224dc1474203488f5caf6203ce0a65c1e7e34cb
db_report_20260605_v2-0093,user-002,TOU,10.954,10.954,0.0,10.954,v2g-v1,2026-06-05T07:52:29.712000+00:00,2026-06-05T08:52:29.712000+00:00,2026-06-05,0x4d43e7c4e4fc8180d3f91e26c3b77bcefd7a40f2b786a20e82f1f2cc0bc8f5a5,0x3723a936f1cbf1ad61877317c76ccf58b1b36a4269474a431c600949886d09ca,0xcaa3a2c94cf788fb0e40292f9224dc1474203488f5caf6203ce0a65c1e7e34cb
db_report_20260605_v2-0094,user-006,TOU,-0.052,3.693,3.745,-0.052,v2g-v1,2026-06-05T13:19:43.645415+00:00,2026-06-05T13:39:43.645415+00:00,2026-06-05,0x82fcd98a145750743118d1cee3e77958fb93aa5e26d30dc0a303f3437bc6469a,0xdb6696d5aecfaf9ee71111268fd482ce6c2695b75e2de94e855da543d9523525,0xcaa3a2c94cf788fb0e40292f9224dc1474203488f5caf6203ce0a65c1e7e34cb
db_report_20260605_v2-0095,user-009,TOU,-15.014,0.0,15.014,-15.014,v2g-v1,2026-06-05T21:09:25.449990+00:00,2026-06-05T21:49:25.449990+00:00,2026-06-05,0x873e5982d4fb796ef57ff90a37e60e341a27ebb88ecf20b121bbb19d917be5d1,0x62e9a768971feea64a301813d2d83a2fc975aedd825000605d565eb5c2e545e4,0xcaa3a2c94cf788fb0e40292f9224dc1474203488f5caf6203ce0a65c1e7e34cb
db_report_20260605_v2-0096,user-006,TOU,7.402,7.402,0.0,7.402,v2g-v1,2026-06-05T07:57:18.642102+00:00,2026-06-05T08:17:18.642102+00:00,2026-06-05,0x6c9004cb5c58cb2802984c49e85015f5e038772aab075203ea28e90299e2bf7f,0xdc450cad95acc2cdfe992915b7939b334f383fd496e446aa8285183e2576d387,0xcaa3a2c94cf788fb0e40292f9224dc1474203488f5caf6203ce0a65c1e7e34cb
db_report_20260605_v2-0097,user-004,TOU,1.397,2.413,1.016,1.397,v2g-v1,2026-06-05T21:04:14.283881+00:00,2026-06-05T21:34:14.283881+00:00,2026-06-05,0xb5942d0b8afe647f86c5e18fe661ddd6daf116411ff6c129d567d147b87d83d8,0x17cfc302bd2b24b39f8e07e7e009525d797a0c9dc0f90f8db86ce65b470608a9,0xcaa3a2c94cf788fb0e40292f9224dc1474203488f5caf6203ce0a65c1e7e34cb
db_report_20260605_v2-0098,user-008,TOU,12.288,17.4,5.112,12.288,v2g-v1,2026-06-05T11:21:59.895423+00:00,2026-06-05T12:21:59.895423+00:00,2026-06-05,0xda5b827031f36e6fb924e34b5043b29fa7b015462736785bbaafd7d77fc1934a,0xa901bd1faa36cf0f333aa2154bd6c3388a23907002bf6217da2af58c0993d24f,0xcaa3a2c94cf788fb0e40292f9224dc1474203488f5caf6203ce0a65c1e7e34cb
db_report_20260605_v2-0099,user-004,TOU,13.43,13.43,0.0,13.43,v2g-v1,2026-06-05T15:40:43.605686+00:00,2026-06-05T16:55:43.605686+00:00,2026-06-05,0xc35ea0de2a17e642fb19687d6aff4d197cf5ad683038971071507d36b8e88043,0x94023bda74387e6ad01948788d03a8185b2da790afe57595acd35b7af8aa9b0f,0xcaa3a2c94cf788fb0e40292f9224dc1474203488f5caf6203ce0a65c1e7e34cb
db_report_20260605_v2-0100,user-002,TOU,13.486,13.486,0.0,13.486,v2g-v1,2026-06-05T22:53:32.100196+00:00,2026-06-06T00:08:32.100196+00:00,2026-06-05,0xfee6a5ef77bb49aa156cca9da8f04edf6c21f787ebd5a58d948f02512c567e0a,0xdbc8619297cbdca25068236ce4cbda9c4a545e4244281faa7ff69215cf562ccd,0xcaa3a2c94cf788fb0e40292f9224dc1474203488f5caf6203ce0a65c1e7e34cb
db_smoke-0001,user-002,TOU,3.404,4.028,0.624,3.404,v2g-v1,2026-06-05T23:22:59.070749+00:00,2026-06-06T00:02:59.070749+00:00,2026-06-05,0xb634698d15d68c81dfd1d8a0f4389278af22df5bbd223dcec9d359c6ab9879b6,0x485813342a1320785e68a06db3f339c39e8e195b0f7e0f8fbc3b71f528c51ae9,0xd8fd0244f61d256cf9f0dda36676ac05253941f58f76f0e96acf52222f8be71d
demo_10-0001,user-002,TOU,3.404,4.028,0.624,3.404,v2g-v1,2026-03-07T23:22:59.070749+00:00,2026-03-08T00:02:59.070749+00:00,,0xde3d1174fe58ac501aeecddf56b5ccad804589333d7565d2b8c5627da5c452db,0x90587d91fd0392162c135df262ed36bf5dd5d8a4c05071ce707c4cb461773ea6,
demo_10-0002,user-004,TOU,4.893,4.893,0.0,4.893,v2g-v1,2026-03-07T13:12:08.338401+00:00,2026-03-07T13:52:08.338401+00:00,,0x34ad0e2543436aab97ee614e5080f33925d1844b9878083ea4d14a8858a1e899,0x01f15afc0c884bad3eb7bc341e6e1b004377adba3f9ab652a66a845e9f885999,
demo_10-0003,user-008,TOU,7.318,7.318,0.0,7.318,v2g-v1,2026-03-07T11:06:49.892898+00:00,2026-03-07T12:06:49.892898+00:00,,0x32fcbd9d6bcb599e91a86618462d5e7437f3c2b5631b61b04e81ecd1759b3577,0x334d0a5bc846e076a123c2ae7726054d8fd65f0102fa10e4d884e2662cbe233d,
demo_10-0004,user-006,TOU,15.207,15.207,0.0,15.207,v2g-v1,2026-03-07T18:57:18.592541+00:00,2026-03-07T19:37:18.592541+00:00,,0x207564fd02a0612f7ec628f69e6afa4d583200115060ba75a7724fb3b8abb507,0x512999c1a1c11916cd290664aeb081d7effdafda98c33951e95842cc1d1e283a,
demo_10-0005,user-001,TOU,-3.741,0.0,3.741,-3.741,v2g-v1,2026-03-07T18:29:10.246582+00:00,2026-03-07T18:49:10.246582+00:00,,0x68ab1a1196119356f51085b6cf22aa0d1bb229c3a9c274291b527e47e77db920,0xce96bf2d57a10e3fd8cfc7717dc49cfdda89f8d20dd38997ed3137030f595bf1,
demo_10-0006,user-008,TOU,3.466,3.466,0.0,3.466,v2g-v1,2026-03-07T20:33:15.894586+00:00,2026-03-07T21:03:15.894586+00:00,,0x85d68de0fc2cae66dc2f7fe96d0606b898286194bf6e233146a02dc340adcc13,0xc3a238562e71c1f4184424ec2411e5865e1429ca81f496ae2cbc4ac4a674c55a,
demo_10-0007,user-001,TOU,0.471,5.582,5.111,0.471,v2g-v1,2026-03-07T03:19:00.708605+00:00,2026-03-07T03:49:00.708605+00:00,,0x95f8e7cebb932e596a2c018a5d90b69366ecf35e60f49ea618e1891a37f880e3,0x6e32328eee277f7381a70f85909f58ff938cb1c481e0a59dfd1198020918ec7a,
demo_10-0008,user-009,TOU,2.666,3.714,1.048,2.666,v2g-v1,2026-03-07T05:57:44.158115+00:00,2026-03-07T06:37:44.158115+00:00,,0x2265c5f17da58fb9e16c3806e125e62957a471fcb176035f86b39dfa01d28734,0x6f28bd86d980960dee20ba36911a1e68ba5bb1ac326cd0215c8fe209c0d456a2,
demo_10-0009,user-006,TOU,27.805,27.805,0.0,27.805,v2g-v1,2026-03-07T05:40:59.066874+00:00,2026-03-07T06:55:59.066874+00:00,,0xd7ac8773e1da8cc18dace29c7f7f57e431c6bcb79f87ba84b2e4e37cda577496,0x238097bb3d2ae3f43e03c7a05717c262c9f1295ede82ea697437a289fd6527e4,
demo_10-0010,user-010,TOU,10.482,10.482,0.0,10.482,v2g-v1,2026-03-07T13:49:40.881967+00:00,2026-03-07T14:19:40.881967+00:00,,0x8fa3317944ed6469de283a6264a580ea6072179d0d6c145d7dd885b503826213,0xb86e8fff49b2ffb9d9c0d5dfb00b615a6ce441cb43b8829d1c7edc210bbc24d2,
