session_id,user_id,evse_id,start_ts,end_ts,session_type,energy_kwh,import_kwh,export_kwh,net_kwh,tariff_model
research_20260521_1000-0231,user-008,EVSE-028,2026-05-21T12:18:00.073128Z,2026-05-21T12:58:00.073128Z,bidirectional,11.618,13.846,2.228,11.618,TOU
research_20260521_1000-0232,user-007,EVSE-012,2026-05-21T08:27:57.115835Z,2026-05-21T08:47:57.115835Z,charge_only,7.371,7.371,0.0,7.371,TOU
research_20260521_1000-0233,user-010,EVSE-038,2026-05-21T04:15:52.090870Z,2026-05-21T04:55:52.090870Z,discharge_only,-7.085,0.0,7.085,-7.085,TOU
research_20260521_1000-0234,user-006,EVSE-026,2026-05-21T01:42:36.674386Z,2026-05-21T02:02:36.674386Z,charge_only,3.596,3.596,0.0,3.596,TOU
research_20260521_1000-0235,user-003,EVSE-047,2026-05-21T11:10:48.385207Z,2026-05-21T11:40:48.385207Z,discharge_only,-10.546,0.0,10.546,-10.546,TOU
research_20260521_1000-0236,user-001,EVSE-012,2026-05-21T10:41:55.510177Z,2026-05-21T11:56:55.510177Z,bidirectional,7.526,8.082,0.556,7.526,TOU
research_20260521_1000-0237,user-001,EVSE-010,2026-05-21T03:33:00.100782Z,2026-05-21T04:48:00.100782Z,charge_only,13.721,13.721,0.0,13.721,TOU
research_20260521_1000-0238,user-006,EVSE-022,2026-05-21T00:58:31.869145Z,2026-05-21T01:28:31.869145Z,discharge_only,-3.326,0.0,3.326,-3.326,TOU
research_20260521_1000-0239,user-006,EVSE-038,2026-05-21T05:23:20.134524Z,2026-05-21T06:23:20.134524Z,bidirectional,0.247,11.144,10.897,0.247,TOU
research_20260521_1000-0240,user-001,EVSE-011,2026-05-21T10:44:42.278527Z,2026-05-21T11:59:42.278527Z,charge_only,26.458,26.458,0.0,26.458,TOU
research_20260521_1000-0241,user-003,EVSE-007,2026-05-21T19:41:01.856110Z,2026-05-21T20:56:01.856110Z,charge_only,27.913,27.913,0.0,27.913,TOU
research_20260521_1000-0242,user-005,EVSE-034,2026-05-21T03:56:47.036199Z,2026-05-21T04:36:47.036199Z,charge_only,14.753,14.753,0.0,14.753,TOU
research_20260521_1000-0243,user-006,EVSE-031,2026-05-21T12:17:55.160985Z,2026-05-21T13:17:55.160985Z,bidirectional,15.541,19.099,3.558,15.541,TOU
research_20260521_1000-0244,user-007,EVSE-004,2026-05-21T23:26:40.662303Z,2026-05-21T23:46:40.662303Z,charge_only,2.525,2.525,0.0,2.525,TOU
research_20260521_1000-0245,user-009,EVSE-033,2026-05-21T00:59:08.207728Z,2026-05-21T02:14:08.207728Z,charge_only,27.822,27.822,0.0,27.822,TOU
research_20260521_1000-0246,user-006,EVSE-035,2026-05-21T01:50:48.791965Z,2026-05-21T03:05:48.791965Z,bidirectional,0.775,13.513,12.738,0.775,TOU
research_20260521_1000-0247,user-007,EVSE-037,2026-05-21T11:27:15.378557Z,2026-05-21T12:07:15.378557Z,charge_only,4.653,4.653,0.0,4.653,TOU
research_20260521_1000-0248,user-008,EVSE-001,2026-05-21T05:36:09.791873Z,2026-05-21T05:56:09.791873Z,charge_only,3.635,3.635,0.0,3.635,TOU
research_20260521_1000-0249,user-001,EVSE-037,2026-05-21T14:58:57.418221Z,2026-05-21T15:28:57.418221Z,charge_only,10.86,10.86,0.0,10.86,TOU
research_20260521_1000-0250,user-007,EVSE-045,2026-05-21T05:51:50.427787Z,2026-05-21T06:51:50.427787Z,charge_only,21.57,21.57,0.0,21.57,TOU
research_20260521_1000-0251,user-009,EVSE-006,2026-05-21T14:22:11.537685Z,2026-05-21T15:02:11.537685Z,charge_only,13.904,13.904,0.0,13.904,TOU
research_20260521_1000-0252,user-002,EVSE-039,2026-05-21T09:21:59.906392Z,2026-05-21T10:21:59.906392Z,charge_only,10.22,10.22,0.0,10.22,TOU
research_20260521_1000-0253,user-010,EVSE-026,2026-05-21T19:54:56.678147Z,2026-05-21T20:14:56.678147Z,bidirectional,1.801,2.741,0.94,1.801,TOU
research_20260521_1000-0254,user-002,EVSE-008,2026-05-21T01:55:23.070816Z,2026-05-21T03:10:23.070816Z,charge_only,13.771,13.771,0.0,13.771,TOU
research_20260521_1000-0255,user-009,EVSE-023,2026-05-21T04:28:04.068994Z,2026-05-21T05:43:04.068994Z,charge_only,14.06,14.06,0.0,14.06,TOU
research_20260521_1000-0256,user-005,EVSE-023,2026-05-21T18:01:30.542551Z,2026-05-21T18:21:30.542551Z,charge_only,3.824,3.824,0.0,3.824,TOU
research_20260521_1000-0257,user-003,EVSE-023,2026-05-21T01:15:08.995377Z,2026-05-21T01:45:08.995377Z,charge_only,5.679,5.679,0.0,5.679,TOU
research_20260521_1000-0258,user-002,EVSE-009,2026-05-21T07:45:49.832411Z,2026-05-21T08:45:49.832411Z,bidirectional,3.473,12.5,9.027,3.473,TOU
research_20260521_1000-0259,user-008,EVSE-034,2026-05-21T01:25:53.857994Z,2026-05-21T01:45:53.857994Z,discharge_only,-7.385,0.0,7.385,-7.385,TOU
research_20260521_1000-0260,user-001,EVSE-037,2026-05-21T07:48:17.495578Z,2026-05-21T08:48:17.495578Z,bidirectional,10.247,16.239,5.992,10.247,TOU
research_20260521_1000-0261,user-004,EVSE-041,2026-05-21T04:26:33.926618Z,2026-05-21T05:06:33.926618Z,charge_only,4.734,4.734,0.0,4.734,TOU
research_20260521_1000-0262,user-008,EVSE-039,2026-05-21T16:46:57.046662Z,2026-05-21T18:01:57.046662Z,bidirectional,20.89,24.608,3.718,20.89,TOU
research_20260521_1000-0263,user-009,EVSE-041,2026-05-21T19:47:39.844593Z,2026-05-21T20:27:39.844593Z,discharge_only,-7.126,0.0,7.126,-7.126,TOU
research_20260521_1000-0264,user-010,EVSE-018,2026-05-21T10:15:50.513617Z,2026-05-21T10:35:50.513617Z,bidirectional,1.211,1.856,0.645,1.211,TOU
research_20260521_1000-0265,user-006,EVSE-017,2026-05-21T06:02:01.828932Z,2026-05-21T07:17:01.828932Z,discharge_only,-13.94,0.0,13.94,-13.94,TOU
research_20260521_1000-0266,user-007,EVSE-031,2026-05-21T16:33:30.375533Z,2026-05-21T17:03:30.375533Z,bidirectional,0.0,5.919,5.919,0.0,TOU
research_20260521_1000-0267,user-005,EVSE-035,2026-05-21T10:49:05.688286Z,2026-05-21T11:19:05.688286Z,charge_only,9.977,9.977,0.0,9.977,TOU
research_20260521_1000-0268,user-009,EVSE-049,2026-05-21T18:31:56.102382Z,2026-05-21T18:51:56.102382Z,discharge_only,-3.813,0.0,3.813,-3.813,TOU
research_20260521_1000-0269,user-008,EVSE-041,2026-05-21T11:08:27.456073Z,2026-05-21T12:08:27.456073Z,bidirectional,3.312,6.967,3.655,3.312,TOU
research_20260521_1000-0270,user-010,EVSE-045,2026-05-21T04:36:05.525147Z,2026-05-21T05:16:05.525147Z,charge_only,7.295,7.295,0.0,7.295,TOU
research_20260521_1000-0271,user-001,EVSE-010,2026-05-21T20:19:54.300038Z,2026-05-21T21:34:54.300038Z,bidirectional,6.598,7.796,1.198,6.598,TOU
research_20260521_1000-0272,user-002,EVSE-029,2026-05-21T10:56:48.215473Z,2026-05-21T11:26:48.215473Z,charge_only,3.763,3.763,0.0,3.763,TOU
research_20260521_1000-0273,user-004,EVSE-011,2026-05-21T12:55:23.887509Z,2026-05-21T13:15:23.887509Z,charge_only,7.87,7.87,0.0,7.87,TOU
research_20260521_1000-0274,user-009,EVSE-018,2026-05-21T11:28:51.971748Z,2026-05-21T12:08:51.971748Z,charge_only,7.777,7.777,0.0,7.777,TOU
research_20260521_1000-0275,user-004,EVSE-011,2026-05-21T23:46:08.460451Z,2026-05-22T00:06:08.460451Z,charge_only,7.13,7.13,0.0,7.13,TOU
research_20260521_1000-0276,user-006,EVSE-021,2026-05-21T01:38:34.665018Z,2026-05-21T01:58:34.665018Z,discharge_only,-2.601,0.0,2.601,-2.601,TOU
research_20260521_1000-0277,user-006,EVSE-039,2026-05-21T04:39:02.607463Z,2026-05-21T05:39:02.607463Z,bidirectional,0.472,11.178,10.706,0.472,TOU
research_20260521_1000-0278,user-002,EVSE-025,2026-05-21T11:14:09.726019Z,2026-05-21T12:14:09.726019Z,charge_only,10.655,10.655,0.0,10.655,TOU
research_20260521_1000-0279,user-009,EVSE-013,2026-05-21T20:17:03.037196Z,2026-05-21T20:57:03.037196Z,discharge_only,-7.397,0.0,7.397,-7.397,TOU
research_20260521_1000-0280,user-007,EVSE-040,2026-05-21T08:11:35.603284Z,2026-05-21T09:26:35.603284Z,charge_only,27.927,27.927,0.0,27.927,TOU
research_20260521_1000-0281,user-002,EVSE-034,2026-05-21T03:57:22.958555Z,2026-05-21T04:17:22.958555Z,charge_only,2.565,2.565,0.0,2.565,TOU
research_20260521_1000-0282,user-003,EVSE-036,2026-05-21T10:34:52.211327Z,2026-05-21T11:49:52.211327Z,charge_only,13.153,13.153,0.0,13.153,TOU
research_20260521_1000-0283,user-006,EVSE-009,2026-05-21T14:05:13.539600Z,2026-05-21T15:05:13.539600Z,discharge_only,-21.831,0.0,21.831,-21.831,TOU
research_20260521_1000-0284,user-005,EVSE-010,2026-05-21T00:21:28.321653Z,2026-05-21T00:51:28.321653Z,bidirectional,0.449,2.987,2.538,0.449,TOU
research_20260521_1000-0285,user-010,EVSE-039,2026-05-21T17:59:12.363332Z,2026-05-21T18:39:12.363332Z,bidirectional,-0.287,3.258,3.545,-0.287,TOU
research_20260521_1000-0286,user-010,EVSE-015,2026-05-21T14:49:34.416053Z,2026-05-21T15:09:34.416053Z,discharge_only,-3.607,0.0,3.607,-3.607,TOU
research_20260521_1000-0287,user-001,EVSE-019,2026-05-21T08:46:12.154298Z,2026-05-21T09:46:12.154298Z,discharge_only,-7.254,0.0,7.254,-7.254,TOU
research_20260521_1000-0288,user-006,EVSE-006,2026-05-21T22:00:08.102268Z,2026-05-21T23:15:08.102268Z,bidirectional,1.753,14.983,13.23,1.753,TOU
research_20260521_1000-0289,user-006,EVSE-015,2026-05-21T15:37:26.201168Z,2026-05-21T16:17:26.201168Z,charge_only,7.835,7.835,0.0,7.835,TOU
research_20260521_1000-0290,user-002,EVSE-045,2026-05-21T21:17:11.081596Z,2026-05-21T21:37:11.081596Z,charge_only,2.473,2.473,0.0,2.473,TOU
research_20260521_1000-0291,user-008,EVSE-045,2026-05-21T23:26:14.562851Z,2026-05-21T23:56:14.562851Z,charge_only,11.436,11.436,0.0,11.436,TOU
research_20260521_1000-0292,user-009,EVSE-043,2026-05-21T22:56:23.154552Z,2026-05-21T23:26:23.154552Z,bidirectional,-0.169,1.711,1.88,-0.169,TOU
research_20260521_1000-0293,user-005,EVSE-020,2026-05-21T03:09:55.737737Z,2026-05-21T04:09:55.737737Z,charge_only,7.214,7.214,0.0,7.214,TOU
research_20260521_1000-0294,user-003,EVSE-002,2026-05-21T23:32:32.639728Z,2026-05-22T00:12:32.639728Z,charge_only,7.354,7.354,0.0,7.354,TOU
research_20260521_1000-0295,user-004,EVSE-038,2026-05-21T20:20:32.413182Z,2026-05-21T21:20:32.413182Z,bidirectional,-0.458,10.376,10.834,-0.458,TOU
research_20260521_1000-0296,user-003,EVSE-027,2026-05-21T16:34:02.538572Z,2026-05-21T17:49:02.538572Z,discharge_only,-9.156,0.0,9.156,-9.156,TOU
research_20260521_1000-0297,user-005,EVSE-006,2026-05-21T20:20:10.910381Z,2026-05-21T20:50:10.910381Z,bidirectional,2.182,2.784,0.602,2.182,TOU
research_20260521_1000-0298,user-009,EVSE-014,2026-05-21T03:40:33.656413Z,2026-05-21T04:40:33.656413Z,charge_only,22.608,22.608,0.0,22.608,TOU
research_20260521_1000-0299,user-008,EVSE-003,2026-05-21T03:10:20.054172Z,2026-05-21T04:10:20.054172Z,discharge_only,-21.143,0.0,21.143,-21.143,TOU
research_20260521_1000-0300,user-001,EVSE-029,2026-05-21T02:54:59.813335Z,2026-05-21T03:24:59.813335Z,charge_only,11.1,11.1,0.0,11.1,TOU
research_20260521_1000-0301,user-005,EVSE-029,2026-05-21T12:54:39.605034Z,2026-05-21T13:54:39.605034Z,charge_only,11.723,11.723,0.0,11.723,TOU
research_20260521_1000-0302,user-004,EVSE-006,2026-05-21T02:48:07.814148Z,2026-05-21T03:08:07.814148Z,discharge_only,-3.669,0.0,3.669,-3.669,TOU
research_20260521_1000-0303,user-006,EVSE-027,2026-05-21T21:56:09.514595Z,2026-05-21T22:56:09.514595Z,charge_only,21.706,21.706,0.0,21.706,TOU
research_20260521_1000-0304,user-008,EVSE-001,2026-05-21T17:03:09.361565Z,2026-05-21T17:33:09.361565Z,charge_only,3.526,3.526,0.0,3.526,TOU
research_20260521_1000-0305,user-004,EVSE-043,2026-05-21T09:51:02.294931Z,2026-05-21T10:51:02.294931Z,discharge_only,-11.512,0.0,11.512,-11.512,TOU
research_20260521_1000-0306,user-006,EVSE-039,2026-05-21T01:53:38.762070Z,2026-05-21T02:13:38.762070Z,discharge_only,-2.39,0.0,2.39,-2.39,TOU
research_20260521_1000-0307,user-008,EVSE-018,2026-05-21T05:59:57.472500Z,2026-05-21T06:39:57.472500Z,bidirectional,1.282,3.118,1.836,1.282,TOU
research_20260521_1000-0308,user-004,EVSE-015,2026-05-21T07:17:00.331429Z,2026-05-21T08:32:00.331429Z,bidirectional,6.17,7.35,1.18,6.17,TOU
research_20260521_1000-0309,user-001,EVSE-020,2026-05-21T21:08:46.903580Z,2026-05-21T22:08:46.903580Z,charge_only,20.982,20.982,0.0,20.982,TOU
research_20260521_1000-0310,user-001,EVSE-003,2026-05-21T21:15:04.503681Z,2026-05-21T21:55:04.503681Z,discharge_only,-6.858,0.0,6.858,-6.858,TOU
research_20260521_1000-0311,user-008,EVSE-002,2026-05-21T02:34:26.160565Z,2026-05-21T03:49:26.160565Z,charge_only,13.608,13.608,0.0,13.608,TOU
research_20260521_1000-0312,user-009,EVSE-006,2026-05-21T03:45:56.141046Z,2026-05-21T05:00:56.141046Z,discharge_only,-27.082,0.0,27.082,-27.082,TOU
research_20260521_1000-0313,user-008,EVSE-034,2026-05-21T02:15:51.818826Z,2026-05-21T02:45:51.818826Z,discharge_only,-3.423,0.0,3.423,-3.423,TOU
research_20260521_1000-0314,user-001,EVSE-050,2026-05-21T12:57:30.569323Z,2026-05-21T14:12:30.569323Z,bidirectional,8.115,8.629,0.514,8.115,TOU
research_20260521_1000-0315,user-003,EVSE-018,2026-05-21T20:12:12.344322Z,2026-05-21T20:32:12.344322Z,charge_only,2.271,2.271,0.0,2.271,TOU
research_20260521_1000-0316,user-005,EVSE-025,2026-05-21T10:12:19.233756Z,2026-05-21T10:42:19.233756Z,discharge_only,-3.635,0.0,3.635,-3.635,TOU
research_20260521_1000-0317,user-003,EVSE-046,2026-05-21T07:04:15.855906Z,2026-05-21T08:19:15.855906Z,charge_only,26.536,26.536,0.0,26.536,TOU
research_20260521_1000-0318,user-004,EVSE-007,2026-05-21T20:32:02.446522Z,2026-05-21T21:47:02.446522Z,charge_only,13.841,13.841,0.0,13.841,TOU
research_20260521_1000-0319,user-002,EVSE-031,2026-05-21T16:09:44.855475Z,2026-05-21T16:29:44.855475Z,charge_only,3.482,3.482,0.0,3.482,TOU
research_20260521_1000-0320,user-010,EVSE-026,2026-05-21T13:38:08.769804Z,2026-05-21T14:38:08.769804Z,charge_only,21.399,21.399,0.0,21.399,TOU
research_20260521_1000-0321,user-010,EVSE-013,2026-05-21T05:28:15.932066Z,2026-05-21T06:28:15.932066Z,charge_only,11.074,11.074,0.0,11.074,TOU
research_20260521_1000-0322,user-005,EVSE-036,2026-05-21T10:17:48.118361Z,2026-05-21T10:57:48.118361Z,charge_only,7.064,7.064,0.0,7.064,TOU
research_20260521_1000-0323,user-009,EVSE-043,2026-05-21T04:17:06.916294Z,2026-05-21T04:57:06.916294Z,charge_only,4.746,4.746,0.0,4.746,TOU
research_20260521_1000-0324,user-009,EVSE-027,2026-05-21T14:45:10.987015Z,2026-05-21T15:25:10.987015Z,bidirectional,3.547,5.508,1.961,3.547,TOU
research_20260521_1000-0325,user-010,EVSE-038,2026-05-21T01:39:21.128523Z,2026-05-21T02:54:21.128523Z,charge_only,8.79,8.79,0.0,8.79,TOU
research_20260521_1000-0326,user-003,EVSE-033,2026-05-21T06:27:31.975438Z,2026-05-21T07:42:31.975438Z,charge_only,14.065,14.065,0.0,14.065,TOU
research_20260521_1000-0327,user-006,EVSE-032,2026-05-21T13:52:44.208342Z,2026-05-21T14:32:44.208342Z,bidirectional,1.877,4.52,2.643,1.877,TOU
research_20260521_1000-0328,user-005,EVSE-032,2026-05-21T17:56:02.795806Z,2026-05-21T19:11:02.795806Z,bidirectional,4.966,9.417,4.451,4.966,TOU
research_20260521_1000-0329,user-007,EVSE-025,2026-05-21T18:16:21.341261Z,2026-05-21T19:16:21.341261Z,charge_only,22.599,22.599,0.0,22.599,TOU
research_20260521_1000-0330,user-005,EVSE-007,2026-05-21T20:29:59.054605Z,2026-05-21T21:29:59.054605Z,bidirectional,1.985,4.49,2.505,1.985,TOU
research_20260521_1000-0331,user-008,EVSE-001,2026-05-21T05:25:39.752278Z,2026-05-21T05:55:39.752278Z,charge_only,10.148,10.148,0.0,10.148,TOU
research_20260521_1000-0332,user-002,EVSE-043,2026-05-21T11:22:37.167597Z,2026-05-21T12:22:37.167597Z,bidirectional,5.9,8.527,2.627,5.9,TOU
research_20260521_1000-0333,user-003,EVSE-021,2026-05-21T02:28:45.459137Z,2026-05-21T02:58:45.459137Z,bidirectional,0.539,2.959,2.42,0.539,TOU
research_20260521_1000-0334,user-005,EVSE-042,2026-05-21T05:19:58.045895Z,2026-05-21T06:19:58.045895Z,discharge_only,-10.975,0.0,10.975,-10.975,TOU
research_20260521_1000-0335,user-005,EVSE-041,2026-05-21T21:30:15.993182Z,2026-05-21T21:50:15.993182Z,charge_only,2.45,2.45,0.0,2.45,TOU
research_20260521_1000-0336,user-007,EVSE-001,2026-05-21T17:35:19.888032Z,2026-05-21T18:15:19.888032Z,charge_only,6.954,6.954,0.0,6.954,TOU
research_20260521_1000-0337,user-008,EVSE-020,2026-05-21T21:04:28.004615Z,2026-05-21T22:19:28.004615Z,discharge_only,-14.036,0.0,14.036,-14.036,TOU
research_20260521_1000-0338,user-006,EVSE-022,2026-05-21T12:18:26.093962Z,2026-05-21T13:18:26.093962Z,bidirectional,18.133,20.148,2.015,18.133,TOU
research_20260521_1000-0339,user-002,EVSE-007,2026-05-21T18:54:11.005621Z,2026-05-21T20:09:11.005621Z,charge_only,14.314,14.314,0.0,14.314,TOU
research_20260521_1000-0340,user-010,EVSE-048,2026-05-21T22:26:54.062036Z,2026-05-21T22:46:54.062036Z,charge_only,2.331,2.331,0.0,2.331,TOU
research_20260521_1000-0341,user-010,EVSE-038,2026-05-21T10:52:55.553582Z,2026-05-21T11:32:55.553582Z,charge_only,4.618,4.618,0.0,4.618,TOU
research_20260521_1000-0342,user-010,EVSE-045,2026-05-21T14:57:22.276754Z,2026-05-21T15:27:22.276754Z,charge_only,3.59,3.59,0.0,3.59,TOU
research_20260521_1000-0343,user-003,EVSE-020,2026-05-21T19:02:07.757114Z,2026-05-21T19:42:07.757114Z,charge_only,14.379,14.379,0.0,14.379,TOU
research_20260521_1000-0344,user-004,EVSE-004,2026-05-21T19:22:39.592734Z,2026-05-21T20:37:39.592734Z,charge_only,9.321,9.321,0.0,9.321,TOU
research_20260521_1000-0345,user-007,EVSE-025,2026-05-21T17:57:00.614232Z,2026-05-21T19:12:00.614232Z,bidirectional,12.164,13.124,0.96,12.164,TOU
research_20260521_1000-0346,user-010,EVSE-027,2026-05-21T12:21:27.173346Z,2026-05-21T13:21:27.173346Z,bidirectional,1.186,4.157,2.971,1.186,TOU
research_20260521_1000-0347,user-005,EVSE-038,2026-05-21T09:29:45.851082Z,2026-05-21T10:44:45.851082Z,charge_only,8.951,8.951,0.0,8.951,TOU
research_20260521_1000-0348,user-001,EVSE-045,2026-05-21T13:57:24.511870Z,2026-05-21T14:17:24.511870Z,charge_only,2.295,2.295,0.0,2.295,TOU
research_20260521_1000-0349,user-004,EVSE-006,2026-05-21T21:59:20.892332Z,2026-05-21T22:19:20.892332Z,charge_only,7.575,7.575,0.0,7.575,TOU
research_20260521_1000-0350,user-003,EVSE-040,2026-05-21T07:06:14.492245Z,2026-05-21T08:21:14.492245Z,charge_only,28.218,28.218,0.0,28.218,TOU
research_20260521_1000-0351,user-002,EVSE-042,2026-05-21T09:05:32.669683Z,2026-05-21T09:45:32.669683Z,charge_only,14.106,14.106,0.0,14.106,TOU
research_20260521_1000-0352,user-004,EVSE-018,2026-05-21T20:39:41.738260Z,2026-05-21T21:19:41.738260Z,charge_only,4.436,4.436,0.0,4.436,TOU
research_20260521_1000-0353,user-001,EVSE-045,2026-05-21T22:27:44.902843Z,2026-05-21T23:07:44.902843Z,charge_only,6.821,6.821,0.0,6.821,TOU
research_20260521_1000-0354,user-002,EVSE-031,2026-05-21T19:27:46.250480Z,2026-05-21T20:27:46.250480Z,bidirectional,4.936,6.182,1.246,4.936,TOU
research_20260521_1000-0355,user-001,EVSE-022,2026-05-21T16:59:12.948725Z,2026-05-21T17:19:12.948725Z,charge_only,2.396,2.396,0.0,2.396,TOU
research_20260521_1000-0356,user-008,EVSE-019,2026-05-21T09:44:33.933163Z,2026-05-21T10:59:33.933163Z,discharge_only,-28.039,0.0,28.039,-28.039,TOU
research_20260521_1000-0357,user-003,EVSE-046,2026-05-21T20:06:47.592778Z,2026-05-21T20:26:47.592778Z,charge_only,2.315,2.315,0.0,2.315,TOU
research_20260521_1000-0358,user-006,EVSE-019,2026-05-21T20:25:57.619847Z,2026-05-21T21:25:57.619847Z,charge_only,21.939,21.939,0.0,21.939,TOU
research_20260521_1000-0359,user-010,EVSE-018,2026-05-21T07:58:40.900002Z,2026-05-21T09:13:40.900002Z,charge_only,27.094,27.094,0.0,27.094,TOU
research_20260521_1000-0360,user-008,EVSE-043,2026-05-21T07:44:01.723262Z,2026-05-21T08:04:01.723262Z,discharge_only,-7.46,0.0,7.46,-7.46,TOU
research_20260521_1000-0361,user-007,EVSE-047,2026-05-21T15:06:43.970842Z,2026-05-21T15:46:43.970842Z,bidirectional,1.108,3.024,1.916,1.108,TOU
research_20260521_1000-0362,user-007,EVSE-012,2026-05-21T20:38:01.351853Z,2026-05-21T21:53:01.351853Z,bidirectional,11.776,19.485,7.709,11.776,TOU
research_20260521_1000-0363,user-008,EVSE-042,2026-05-21T22:58:11.076192Z,2026-05-21T23:38:11.076192Z,discharge_only,-14.763,0.0,14.763,-14.763,TOU
research_20260521_1000-0364,user-003,EVSE-041,2026-05-21T12:10:41.006115Z,2026-05-21T12:40:41.006115Z,bidirectional,1.361,2.371,1.01,1.361,TOU
research_20260521_1000-0365,user-002,EVSE-007,2026-05-21T15:01:35.328540Z,2026-05-21T16:16:35.328540Z,charge_only,9.305,9.305,0.0,9.305,TOU
research_20260521_1000-0366,user-006,EVSE-022,2026-05-21T03:02:40.913183Z,2026-05-21T03:42:40.913183Z,charge_only,7.036,7.036,0.0,7.036,TOU
research_20260521_1000-0367,user-004,EVSE-008,2026-05-21T20:16:26.455369Z,2026-05-21T20:46:26.455369Z,charge_only,3.586,3.586,0.0,3.586,TOU
research_20260521_1000-0368,user-002,EVSE-034,2026-05-21T04:19:51.814114Z,2026-05-21T04:39:51.814114Z,discharge_only,-3.209,0.0,3.209,-3.209,TOU
research_20260521_1000-0369,user-005,EVSE-045,2026-05-21T23:17:35.175984Z,2026-05-21T23:37:35.175984Z,bidirectional,1.254,1.885,0.631,1.254,TOU
research_20260521_1000-0370,user-001,EVSE-023,2026-05-21T05:23:26.584585Z,2026-05-21T06:23:26.584585Z,bidirectional,6.162,6.742,0.58,6.162,TOU
research_20260521_1000-0371,user-005,EVSE-035,2026-05-21T01:12:44.405321Z,2026-05-21T01:52:44.405321Z,bidirectional,3.578,5.416,1.838,3.578,TOU
research_20260521_1000-0372,user-004,EVSE-032,2026-05-21T01:53:30.771823Z,2026-05-21T02:53:30.771823Z,charge_only,11.419,11.419,0.0,11.419,TOU
research_20260521_1000-0373,user-009,EVSE-029,2026-05-21T06:39:07.400153Z,2026-05-21T06:59:07.400153Z,charge_only,3.669,3.669,0.0,3.669,TOU
research_20260521_1000-0374,user-007,EVSE-026,2026-05-21T19:27:08.977238Z,2026-05-21T19:47:08.977238Z,charge_only,3.466,3.466,0.0,3.466,TOU
research_20260521_1000-0375,user-002,EVSE-049,2026-05-21T21:07:19.578288Z,2026-05-21T22:07:19.578288Z,charge_only,11.13,11.13,0.0,11.13,TOU
research_20260521_1000-0376,user-005,EVSE-005,2026-05-21T05:49:55.425660Z,2026-05-21T06:49:55.425660Z,charge_only,10.875,10.875,0.0,10.875,TOU
research_20260521_1000-0377,user-003,EVSE-033,2026-05-21T14:48:00.510289Z,2026-05-21T15:28:00.510289Z,discharge_only,-4.485,0.0,4.485,-4.485,TOU
research_20260521_1000-0378,user-009,EVSE-003,2026-05-21T10:51:52.029079Z,2026-05-21T11:11:52.029079Z,charge_only,3.972,3.972,0.0,3.972,TOU
research_20260521_1000-0379,user-005,EVSE-035,2026-05-21T02:45:01.900209Z,2026-05-21T03:15:01.900209Z,discharge_only,-5.246,0.0,5.246,-5.246,TOU
research_20260521_1000-0380,user-003,EVSE-022,2026-05-21T11:49:22.411787Z,2026-05-21T12:49:22.411787Z,charge_only,11.611,11.611,0.0,11.611,TOU
research_20260521_1000-0381,user-006,EVSE-008,2026-05-21T14:05:49.282339Z,2026-05-21T14:25:49.282339Z,bidirectional,3.49,5.395,1.905,3.49,TOU
research_20260521_1000-0382,user-006,EVSE-049,2026-05-21T23:05:10.573486Z,2026-05-22T00:05:10.573486Z,charge_only,21.571,21.571,0.0,21.571,TOU
research_20260521_1000-0383,user-005,EVSE-007,2026-05-21T15:15:47.916017Z,2026-05-21T16:15:47.916017Z,charge_only,7.502,7.502,0.0,7.502,TOU
research_20260521_1000-0384,user-010,EVSE-034,2026-05-21T04:45:17.557985Z,2026-05-21T05:45:17.557985Z,bidirectional,9.603,10.418,0.815,9.603,TOU
research_20260521_1000-0385,user-004,EVSE-028,2026-05-21T08:07:26.342936Z,2026-05-21T09:07:26.342936Z,charge_only,10.452,10.452,0.0,10.452,TOU
research_20260521_1000-0386,user-002,EVSE-003,2026-05-21T08:46:08.665006Z,2026-05-21T09:46:08.665006Z,charge_only,10.75,10.75,0.0,10.75,TOU
research_20260521_1000-0387,user-001,EVSE-005,2026-05-21T17:46:54.512379Z,2026-05-21T18:26:54.512379Z,charge_only,14.764,14.764,0.0,14.764,TOU
research_20260521_1000-0388,user-006,EVSE-008,2026-05-21T07:51:47.532855Z,2026-05-21T08:11:47.532855Z,charge_only,3.794,3.794,0.0,3.794,TOU
research_20260521_1000-0389,user-009,EVSE-048,2026-05-21T17:56:23.783750Z,2026-05-21T18:16:23.783750Z,charge_only,2.468,2.468,0.0,2.468,TOU
research_20260521_1000-0390,user-004,EVSE-021,2026-05-21T20:31:14.388688Z,2026-05-21T21:01:14.388688Z,charge_only,3.29,3.29,0.0,3.29,TOU
research_20260521_1000-0391,user-004,EVSE-004,2026-05-21T00:51:49.554627Z,2026-05-21T01:21:49.554627Z,charge_only,5.531,5.531,0.0,5.531,TOU
research_20260521_1000-0392,user-004,EVSE-049,2026-05-21T17:54:42.277767Z,2026-05-21T18:54:42.277767Z,charge_only,11.012,11.012,0.0,11.012,TOU
research_20260521_1000-0393,user-003,EVSE-007,2026-05-21T02:00:07.034773Z,2026-05-21T02:40:07.034773Z,discharge_only,-15.322,0.0,15.322,-15.322,TOU
research_20260521_1000-0394,user-009,EVSE-008,2026-05-21T22:23:25.870988Z,2026-05-21T23:23:25.870988Z,charge_only,20.878,20.878,0.0,20.878,TOU
