session_id,user_id,receipt_hash,merkle_root,energy_kwh,import_kwh,export_kwh,net_kwh,start_ts,end_ts,batch_day,batch_root
research_20260521_1000-0202,user-002,0x3b8734976c30c0b90b50db593a80bb87a7f596b8f46e75fb7290c5817804a80f,0x7f1698c9cab369a3790dc8c3ed1fc81f7bad2e4bfe85117568851cad7996901e,10.475,10.475,0.0,10.475,2026-05-21T18:38:57.296605Z,2026-05-21T19:08:57.296605Z,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0203,user-010,0xe49d149d6b0fdce4034d189adfa9e751f0c2256c0d4d7226ac7e7e814d638085,0xe1631258d61da637159c364ac010715164910a4ad663ad2e7e763020a55b7073,0.261,5.612,5.351,0.261,2026-05-21T22:16:26.960288Z,2026-05-21T22:46:26.960288Z,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0204,user-003,0xbaf867f3c87af4573f374feecfbd55437b21a78f4551ef93e2758a0201064d0c,0x75d60bfdcac984970f9b213adb1a45774ed1ce3c2b6e10ff84c0a8bcc17a8589,3.521,3.521,0.0,3.521,2026-05-21T16:23:24.469259Z,2026-05-21T16:53:24.469259Z,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0205,user-002,0xdaf63f4e5e9056b9ab13a1b9e7540b19a69256677ee5227be01021d167f9bc01,0x0de6396e6ec9a6cca4c220b971decc482054e6f80d9a96d6c897db5070e1f14c,-22.245,0.0,22.245,-22.245,2026-05-21T20:52:39.325266Z,2026-05-21T21:52:39.325266Z,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0206,user-003,0x2b32733aba564d3b80125561c332467d79a110da9ecc1e786dbfc82da65bca1b,0x40f2d0b992ae01614ae747f9b3cf8f45c8168cd79ce9d94d7f8a1247fbbb3017,-28.441,0.0,28.441,-28.441,2026-05-21T21:31:06.009503Z,2026-05-21T22:46:06.009503Z,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0207,user-003,0x770cb81cf3e3d8e9b3537670370ed21755aa8da94d6f15bf58814972deaaa08e,0x7e7883dd20336cb43ef3372f45340b38580b14326e8ca7134e20ed19648c297c,7.617,7.617,0.0,7.617,2026-05-21T18:54:53.164200Z,2026-05-21T19:14:53.164200Z,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0208,user-001,0x0a651c62d15bff17e7bac26278bd17fe82552b36e15dc30353df4234575b3f5a,0xf22b5fb59653bbd74d02074aa534f4459c5022c7350519ac1a9facc5a2f3d30c,3.549,5.312,1.763,3.549,2026-05-21T09:43:44.960536Z,2026-05-21T10:03:44.960536Z,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0209,user-001,0xf061ddcb29a389a585db6aa413e201ea24b2538f02c3b7951f156472def8fd1d,0x67cee8e66cc7601f04f8b95fd9384e8116b566dd52b47d3ba3a103c45d2970f5,6.78,6.78,0.0,6.78,2026-05-21T16:45:23.538309Z,2026-05-21T17:05:23.538309Z,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0210,user-002,0x1aaec82c9ae6a1eacff58bd578bb01c884788e3a776baefadfa1237f8112bd7e,0x62608ec26ffbc0cdcba0fe3d3d5557c2e9d2fc6eb4a7f805ca9786e85647a7b1,6.899,6.899,0.0,6.899,2026-05-21T05:08:56.730283Z,2026-05-21T06:08:56.730283Z,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0211,user-008,0x5e6dad714120a717c33cd951ce8646d4866101deae5d49d4a5663a2bc7ca3efa,0xc62e61a61b452222dce126f8509f8231f29280f734ac0dd3444fba55f962ac41,3.823,5.497,1.674,3.823,2026-05-21T20:24:13.915834Z,2026-05-21T20:44:13.915834Z,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0212,user-001,0x175ae5890526ec1d66582207bc37152626bf537fe24efd5b5f4f08f3471bf195,0x4223ee8f617e6a90594e9ddd9ff84995bfffc4a0ef920a11edf673c2d2430b83,-14.705,0.0,14.705,-14.705,2026-05-21T03:31:45.713552Z,2026-05-21T04:11:45.713552Z,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0213,user-002,0xa3e847d6a12f904724e3bef25a90de0b5b730405c46ae5b21aba37e19dd91d80,0xacfe1ce799c27355a2b6d20abcc180c2015923c2ea6f24285ab3f428f3b85446,0.341,2.575,2.234,0.341,2026-05-21T15:02:25.445957Z,2026-05-21T15:42:25.445957Z,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0214,user-002,0xac1c19f4095fef2eed03bbe4d640767e5b9608fcc47113daeb3a6c4253a43559,0x7878fac86550a5dee7d3065e7a0f7d2373b5d1b21d7e740b6f330a1710eb4169,14.209,14.209,0.0,14.209,2026-05-21T13:59:55.205283Z,2026-05-21T15:14:55.205283Z,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0215,user-010,0xbf60147df7c108e953cd0c40241bade18499a85c908a15f6c6a29007ac5f31af,0x92dce2c50bc9b5a2aa7fe633999e030557e9245014356b78962423adab786234,14.444,14.444,0.0,14.444,2026-05-21T18:36:27.702970Z,2026-05-21T19:16:27.702970Z,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0216,user-001,0x8742836067ba089354e616746371fe51843aee7ce9071f53f0b35fc42c352298,0xb2e9a8201cd2c95817353f8bb2b1c727351a80421e78e83bd0803614010d9e58,11.471,11.471,0.0,11.471,2026-05-21T08:32:30.350889Z,2026-05-21T09:02:30.350889Z,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0217,user-007,0xc072831acfc72d491264011bbd0edf98eb65ce5bbdc5ab935f2dd82d2d0f8f69,0x07bfc315458fafa21237df07653bdfef455e70f2dbbff229dec3b9ca1180a071,3.758,3.758,0.0,3.758,2026-05-21T14:18:16.867765Z,2026-05-21T14:48:16.867765Z,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0218,user-001,0xcd4da4f00dcd622388afd42a17a6ceee0b7a80a9c34d8a404642df61f6886b67,0xf56c659583a543f01791974a027fe79868a593602b99ff90ddc2daef13233820,2.571,2.571,0.0,2.571,2026-05-21T10:36:43.880615Z,2026-05-21T10:56:43.880615Z,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0219,user-006,0xb73a155e387727572f6e57776e966841bad215406dcf8a7c2d3a21270e87ec42,0x9d233251877334310d1ed82d34730a295983fa93860722f5295869bbb9a9fdc7,-5.172,0.0,5.172,-5.172,2026-05-21T04:10:33.130411Z,2026-05-21T04:40:33.130411Z,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0220,user-005,0xe7084e38b450c58ae7eb7b9c1fed5e4cee3b7a993f25fbae30523b0a49dcd7cf,0x64739e0c23ca15d66c7ddb4308b09a84f3b8a7acbbdc9a20adfe4357caae9e4a,7.869,11.434,3.565,7.869,2026-05-21T10:50:19.533742Z,2026-05-21T11:30:19.533742Z,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0221,user-006,0x7e40dbd80b096c47a7a81d5a806487607ea03c164dd7124a882aaf1690458bb0,0x0388198b33dfa275eb4cf01f446c86c17706879992128dd0f19af516e18b1f69,7.067,7.067,0.0,7.067,2026-05-21T21:23:49.039434Z,2026-05-21T22:23:49.039434Z,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0222,user-003,0x4d0b24e9c4c9364b81208d73913134667395e64fde6514c959b9f2a4071a023f,0x5b9d55ce76f3aea8d193585d748730c3ce05c7d6e704a4791a201ee15fa39427,11.151,11.151,0.0,11.151,2026-05-21T07:22:46.949629Z,2026-05-21T07:52:46.949629Z,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0223,user-005,0x9e84ebad438a548be400165882b798b87b42eaae8a810458743c0a00d901d1cf,0xbbefb99fc1c16990eb4492a17299772954e44c23a025b46daee634b797c3aa3d,7.396,7.396,0.0,7.396,2026-05-21T14:26:04.032306Z,2026-05-21T15:06:04.032306Z,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0224,user-010,0x159e7aae368e404ce34478bcb6f2341e85e9d9bd8af706bba22f2482c0efbb3f,0x1cbab8a47ded93659b8c6adb4cce776e6adebe9bc06d50f195d4ff3e43cd4fce,7.417,10.559,3.142,7.417,2026-05-21T06:50:17.176122Z,2026-05-21T07:30:17.176122Z,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0225,user-005,0x224b98fa39383f30adb3e7596ca6ffcda2248a76e6889024cd09526e7686dd82,0xd677ea666556f0be58362c3be07ef9c2611326bdf78621f5d7bc4bac6c72cd94,7.092,7.092,0.0,7.092,2026-05-21T02:55:25.966900Z,2026-05-21T03:55:25.966900Z,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0226,user-010,0x32d0e92826261d217d04629fd44b6d9218d3fdf057785e9651697725e1fdfcce,0x8159d46619357ccb5a8babdf5cb9c22df806967433650f30569d82ea52ae6fcb,9.253,9.253,0.0,9.253,2026-05-21T03:09:01.743716Z,2026-05-21T04:24:01.743716Z,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0227,user-008,0x1d3bcc3ad65c1b155e958cc4475d918fc7287778430a9b760810c35c727f3e8e,0x15169f5046573da1afb50b0b71ed153abaa10599f7ffa27330eb733d55fc1a6f,14.857,14.857,0.0,14.857,2026-05-21T04:03:49.427159Z,2026-05-21T04:43:49.427159Z,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0228,user-005,0x66c2b6af545d3e89b45c4b5ee21765742284f2bae9d5ed687dd697d629449449,0xeaa4a65d5015669302d87da4fc634817098a8bde997c8dad3dc67135c1d45e37,3.683,3.683,0.0,3.683,2026-05-21T10:37:29.879181Z,2026-05-21T11:07:29.879181Z,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0229,user-005,0x5986daabaec77d5055ce3c0864bc8fbcf0e7dd829c49876d4339531bf94af249,0x0b3b6d5c74b359267237d6a2ddff4f399634515f0e5e0bcc315f3f1b23089ade,-28.118,0.0,28.118,-28.118,2026-05-21T12:12:36.398684Z,2026-05-21T13:27:36.398684Z,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0230,user-001,0x4a1ece2a6f7f3a60f838e374b7e7902d93ec346db78cb58c979e221119fca317,0xa28e278114844d2b07d81eca79ed78d20351f994ce53bb2dea60f61704cfd94a,3.767,5.454,1.687,3.767,2026-05-21T21:13:48.023399Z,2026-05-21T21:53:48.023399Z,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0231,user-008,0x86582e9d545bce46bd61565833e523f970c53aede152f2d3abcffb2ee279a99b,0xa1660b582f9ca226fc1f1a45b7c776df442dc6943425c0c1f03fe97a4bf927c4,11.618,13.846,2.228,11.618,2026-05-21T12:18:00.073128Z,2026-05-21T12:58:00.073128Z,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0232,user-007,0xcee38aedd02a3b4317268492c8f623b3e2073d844ca1e084553b4f7366a71729,0x9d966a1d780110b0c63c3055e397199eaea32c1120523f5ddb8970b845680794,7.371,7.371,0.0,7.371,2026-05-21T08:27:57.115835Z,2026-05-21T08:47:57.115835Z,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0233,user-010,0x8185ec670b58d7330a924f5586300673bb898794e97a2ae38840ff66d7bbe57a,0x2f8ca8b303aec4935c1bb3534383da588cbb8f985e8d3f5741ae21424291543f,-7.085,0.0,7.085,-7.085,2026-05-21T04:15:52.090870Z,2026-05-21T04:55:52.090870Z,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0234,user-006,0xff48076987f5967e3b5c6a8fbb8fd4330b48b6a1a7ab0692974cf31c193338f2,0x048662537d53dcdb742f41515de6aa22eddc29f43d823ce82eabe864ea4f9dd4,3.596,3.596,0.0,3.596,2026-05-21T01:42:36.674386Z,2026-05-21T02:02:36.674386Z,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0235,user-003,0x6383f1b46846d40fcc4cf21d34bfedff2e9217541a0f5520eca20130a7591032,0x196deaa0d16a529d4892b404a0c4275e4d3f78b6964bb4848ddad07650bab4da,-10.546,0.0,10.546,-10.546,2026-05-21T11:10:48.385207Z,2026-05-21T11:40:48.385207Z,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0236,user-001,0x03a775d5b7c74a24e59465e0d318507632d596aa14b47ce73c2668f8a564d6d8,0x7b238fa73e05ce837997ed0bd32fbad19aafe0f601777d91a533721fa465d600,7.526,8.082,0.556,7.526,2026-05-21T10:41:55.510177Z,2026-05-21T11:56:55.510177Z,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0237,user-001,0x053a0c1be8539d12af1e268a9eb9c078d64bd733fdbfb7ac843b032981988b94,0x63d5a1a1f33a37c4b52f511bf13808c4f0706b0e25d16220326fe3a8dd0de822,13.721,13.721,0.0,13.721,2026-05-21T03:33:00.100782Z,2026-05-21T04:48:00.100782Z,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0238,user-006,0xa2ecb64229e5c87684a13b1b05d09b7fcf9ba9d08663dff8cc642b46b92b848c,0xa2d2972b896f9214a9ad82bbbebe5e434b43f7438bad28ae7cfe1fc12f088d3b,-3.326,0.0,3.326,-3.326,2026-05-21T00:58:31.869145Z,2026-05-21T01:28:31.869145Z,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0239,user-006,0xfd2e1b0c802028c682530df59ff7e2502191ebe527705d5f69d9b0b48ef32cc7,0x3fcce2916b003a7932b5256cfd702f569c8573d14f2b88caf6902bf6f1ffe553,0.247,11.144,10.897,0.247,2026-05-21T05:23:20.134524Z,2026-05-21T06:23:20.134524Z,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0240,user-001,0x722d9cdcd198b733dd905ac800616e51fe6d21a3f9f262377c78cac423f550c7,0x54dc348ac6c69623809620fd5a29376560195c604a3e15d2b5a444c3603725cd,26.458,26.458,0.0,26.458,2026-05-21T10:44:42.278527Z,2026-05-21T11:59:42.278527Z,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0241,user-003,0xdb2e0fdc65bc22157f67c07b3fd3f31923f0c0658dad4a5a8588010e273b5249,0x7caac4bc4123eed5f785a95c76eb65fc265b36a0b483b06a825c140681e5bf06,27.913,27.913,0.0,27.913,2026-05-21T19:41:01.856110Z,2026-05-21T20:56:01.856110Z,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0242,user-005,0xb40b13d88151728488cff6d205b593735725a2eab9fba7f095875a848e6db01e,0xdba452f4678c85a72abf4689cfb0dbd7148d9607301540c6bfe8756f128aa640,14.753,14.753,0.0,14.753,2026-05-21T03:56:47.036199Z,2026-05-21T04:36:47.036199Z,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0243,user-006,0x1f2dfd945b4560c4d7688a95dc92ff639df9901ed1eb7321c257bf4562a9e504,0xb118e81825f4d436c88096799215f2976f6d16369e1c5b0d44d114a078edeca4,15.541,19.099,3.558,15.541,2026-05-21T12:17:55.160985Z,2026-05-21T13:17:55.160985Z,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0244,user-007,0xe59f9502f320b828ad37ca28eb73e748316f518126ebfb41bffc222384f87d0c,0xf578a0986c044b5ff13d63f17f257a1e6d6da3f5ad9eb703f9379703c9d36497,2.525,2.525,0.0,2.525,2026-05-21T23:26:40.662303Z,2026-05-21T23:46:40.662303Z,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0245,user-009,0xb155089e8b1b6aa79887378a2bfd537ca2f10758118bc80e88b4455e96b4e411,0xf9d398b0fe2a2b08b95ccf597fdf36d36bc1212dab3c801003084f8b06cf91ad,27.822,27.822,0.0,27.822,2026-05-21T00:59:08.207728Z,2026-05-21T02:14:08.207728Z,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0246,user-006,0x211b520fbc2160a26518869ff725850978aeeaf66d0b45099d2b866bb60c7654,0x693714ee4869b73c54848e732f8d669d2c052d7ef9ccfd6ec1476d05a6103288,0.775,13.513,12.738,0.775,2026-05-21T01:50:48.791965Z,2026-05-21T03:05:48.791965Z,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0247,user-007,0xb3f91bb9779bcbe6ce6a505cdaeff7042313d1239de0650b24e174ff64951c40,0xd62edf184de6a6f21ef370a2a5428f35ff6801c6e72072d12b5ecf16a7605f4c,4.653,4.653,0.0,4.653,2026-05-21T11:27:15.378557Z,2026-05-21T12:07:15.378557Z,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0248,user-008,0x7c87667b4942b1261ba7160762a9d4b57803e3757d7994e10e8d22df3b7db827,0x1dd60b2a5afd30eb891c17850276c69aba1be1b6159c2ebe884cfdb21cd09056,3.635,3.635,0.0,3.635,2026-05-21T05:36:09.791873Z,2026-05-21T05:56:09.791873Z,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0249,user-001,0x4a4e87e1612806769fbf2d63ec487c2d18a322f409631dc705b31b52a73a1e69,0x0e4ade847bf9da032a27c84d584eecc06979c6f2b588e86ad5922b809d5ab7ca,10.86,10.86,0.0,10.86,2026-05-21T14:58:57.418221Z,2026-05-21T15:28:57.418221Z,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0250,user-007,0x88f1d2701ac31d56322bb606dbcc6f9e4415f5ad9f9a576b1c3e00f149766e3d,0x50e90649091fe96220d5312ad290c78382387bf2cc78f2410d2341c82f3005d8,21.57,21.57,0.0,21.57,2026-05-21T05:51:50.427787Z,2026-05-21T06:51:50.427787Z,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0251,user-009,0x979ddd150583afd7682647c55d9083e6ebc98755bc3295802fa88aa051f8d575,0x0f626a5ac7210401e6f7d805b237a557c498e51b46c5195fd542265d350cc362,13.904,13.904,0.0,13.904,2026-05-21T14:22:11.537685Z,2026-05-21T15:02:11.537685Z,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0252,user-002,0x0828bc3294bad32c3e808950f5a00a9af8fae4f80b2d892df05de46725c3bb4c,0x281452d158054ae090e942a048f3b83505bd9ceac18000caef38f2af0fd45baa,10.22,10.22,0.0,10.22,2026-05-21T09:21:59.906392Z,2026-05-21T10:21:59.906392Z,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0253,user-010,0x766d5db964c22c35c0152686c6eda745735a15ecfb558243f18a1ecfb1061030,0xc696ad310f5d530dc2d71375daccad2fdf4d231f6196a50f8ecec5103c46098f,1.801,2.741,0.94,1.801,2026-05-21T19:54:56.678147Z,2026-05-21T20:14:56.678147Z,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0254,user-002,0xdee28aae1b04fa90589d4d548d179eaa840d1f46695608b01d9d970024e115a4,0x642b337f211d8d96b9c0d219a6cfdb8217453980c0918dd49009d9b3fae2a00f,13.771,13.771,0.0,13.771,2026-05-21T01:55:23.070816Z,2026-05-21T03:10:23.070816Z,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0255,user-009,0x91b83ab9ea6cbf3b653caae17e4be0f6283642340328bb2a48f56765b418628c,0x3eb9c1643948f4eab65244fc9bc6e1c255f7eeca1bce158d83224a73047cda98,14.06,14.06,0.0,14.06,2026-05-21T04:28:04.068994Z,2026-05-21T05:43:04.068994Z,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0256,user-005,0x49fc37d906c0244b70a7a0ece9c58a0f97e46bb450bfa49bc8f41294c5bc6db1,0x6f0b0ea4a12a87f318fa11126f24b52e1a59767e8d25fcb1dc560c8ed996634a,3.824,3.824,0.0,3.824,2026-05-21T18:01:30.542551Z,2026-05-21T18:21:30.542551Z,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0257,user-003,0x485f0cdf134c9d5069821f428b8578aac1f3e8cce1a13c783553ca5840429b94,0x7f253e70a760e7d616505458dc9c05b0a4f2e7afa3b6fa39d9aaacc5d74e29cd,5.679,5.679,0.0,5.679,2026-05-21T01:15:08.995377Z,2026-05-21T01:45:08.995377Z,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0258,user-002,0xcb1fbd92397a92ed2883f2918bb001158f6d4c610b4d8531236cb1aca99a1f4c,0xfbfaec6aae38f6609bcd27dfe599c9010ed5be4fa7821388a5f693a72ac6ca00,3.473,12.5,9.027,3.473,2026-05-21T07:45:49.832411Z,2026-05-21T08:45:49.832411Z,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0259,user-008,0xc5bc5f44ee692d57778448cc38890d21143397ba1483271d6b71f62e791a2605,0x88560ab6ff486bf1947aa5ad04d2400c967f91e89d3a427807ead72d760e82b2,-7.385,0.0,7.385,-7.385,2026-05-21T01:25:53.857994Z,2026-05-21T01:45:53.857994Z,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0260,user-001,0x1bab88a764d6e0ead2d84506cf401d98b19abcf16cee3c40076007d8ae7025eb,0x0dff9ff4f465100dde8f80f5cbb07298cf8146887ceba441258e4f521f1b6747,10.247,16.239,5.992,10.247,2026-05-21T07:48:17.495578Z,2026-05-21T08:48:17.495578Z,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0261,user-004,0x941ae85c16ab0ab56704d4fe1eab21caafa8304c566403820727175bbb9003f6,0x00afb1d1b4a3ec37949c32b96b1ed52a26f6336b1eaf2537e9d0e98ab685f1be,4.734,4.734,0.0,4.734,2026-05-21T04:26:33.926618Z,2026-05-21T05:06:33.926618Z,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0262,user-008,0x4a2693a17c5064d344dba32bad4707c2c0e4572d34991c18b5333353a16e6e37,0xfcc72a6800d1211e474cff4b4c5ef29b5a28ee335c684561de2e0ac80fd19448,20.89,24.608,3.718,20.89,2026-05-21T16:46:57.046662Z,2026-05-21T18:01:57.046662Z,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0263,user-009,0x9e7c0dac40eb0e4c8843bf8433fed7e2709a483ebba30734607afa431ee77e41,0x381df3c2d29d505a5802ab16266cb44d3c4ed3f9f6495870ee73784067e1d7bd,-7.126,0.0,7.126,-7.126,2026-05-21T19:47:39.844593Z,2026-05-21T20:27:39.844593Z,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0264,user-010,0xd85c0984140753efca9ef5cdfa081be9bdf9c77f4f275e48b604666b01b6c599,0x097efbfdfdf03fa29ff37b52a908b2c8daef76c845f0dab26b9a013aedcb459d,1.211,1.856,0.645,1.211,2026-05-21T10:15:50.513617Z,2026-05-21T10:35:50.513617Z,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0265,user-006,0xac71a7f3b84b0a535e6267bc39810f9d2b8bd8715782b86421f4ecaf406ce985,0x1e70b0c62cd79cea4b0d919304a20d675d0ddf8f5360a9ebe79ebfad704de338,-13.94,0.0,13.94,-13.94,2026-05-21T06:02:01.828932Z,2026-05-21T07:17:01.828932Z,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0266,user-007,0x0898da7b7fd3c75305b6ad2ab4c4be751b34315c7891a2c03b5b3ef0d58e879a,0x8444ed608f2bafcff6199d20613cb6c879a526e16443bef115025efc13b06fa6,0.0,5.919,5.919,0.0,2026-05-21T16:33:30.375533Z,2026-05-21T17:03:30.375533Z,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
research_20260521_1000-0267,user-005,0x663ea5680150fa21078db935c15451ffa15c9206ac1b22588f3c5efded303cc6,0xe99b58824c971f20a2baddfda75a3765240aadff25ba53a278cde3ef9f1b1a3c,9.977,9.977,0.0,9.977,2026-05-21T10:49:05.688286Z,2026-05-21T11:19:05.688286Z,2026-05-21,0x57bdda51774313bdb9c63336ebb6a51de4fddf593c7e828f3096e74b732f5b2f
