session_id,user_id,energy_kwh,import_kwh,export_kwh,net_kwh,start_ts,end_ts,batch_day,receipt_hash,merkle_root,batch_root
run_20260521_224941-0067,user-005,9.82,11.552,1.732,9.82,2026-05-23T13:05:38.987921Z,2026-05-23T14:20:38.987921Z,2026-05-23,0xc17aeb4277932a8f1d7c37e42042def194be3fd225ef0434c9e0b7a69dbff23f,0xdd20dd429589ff0d566fa6c6fb43b69eba471a913df0d904a98c148b407e6203,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0068,user-002,4.603,4.603,0.0,4.603,2026-05-23T13:37:05.868797Z,2026-05-23T14:17:05.868797Z,2026-05-23,0x330b53c106ea154b68c05bd1c51ee71daaccab30e45d5ff9e128708e44f7e0f3,0x675306c0594565902ec8c7c41e62976da993ad20949e85de287aa353a1bc10b2,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0069,user-005,-2.465,11.969,14.434,-2.465,2026-05-23T15:32:37.769556Z,2026-05-23T16:47:37.769556Z,2026-05-23,0xe1a7a53ff43efb3473ec2a60c7610b3043e7fdc04a57d14e6ceafbfda7f8e5d4,0xbacb7ec87524ba0fe7246d854312c865bd5765e038ba3d194acebd88dd43ecdb,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0070,user-006,3.557,3.557,0.0,3.557,2026-05-23T15:33:31.576448Z,2026-05-23T16:03:31.576448Z,2026-05-23,0x2bc414b1b57f5ad3ba953cfe49a46c30164e37e46c4e72a2d8b4ce585c558edb,0x0454dea040982607193af70a1c18000497ed0fd00f7db8f9f85ac605780d4a92,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0071,user-005,22.619,24.665,2.046,22.619,2026-05-23T06:39:54.108387Z,2026-05-23T07:54:54.108387Z,2026-05-23,0x0ceff0dd2903ea79a0c3ac980320587e3e3d9af57f58c847f99d217a8a6ea3c9,0x8df6f842b62f78e2e859ba6d2cb4a710d85af9f811946feef9106f103270f657,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0072,user-010,5.3,5.3,0.0,5.3,2026-05-23T22:40:06.838784Z,2026-05-23T23:10:06.838784Z,2026-05-23,0x7420e0958e46e3b8ae44a08febdcac57a9f40b213df339f5ad58cabda84b1577,0x55459d682b9761fd9530e3693b74bbccb3b2cb4f7cb5207809d391a0f153b3d5,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0073,user-009,-4.727,0.0,4.727,-4.727,2026-05-23T10:34:26.283753Z,2026-05-23T11:14:26.283753Z,2026-05-23,0xbd670ed2ec2e8deb2e04cb24ee1738856d1446a2b07b6e80a32bddcffcdb4eb2,0xe572278da2dcbe2d288840720f88d58c053bbb4a612f049f288b99f287553f76,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0074,user-006,13.979,13.979,0.0,13.979,2026-05-23T19:51:30.157198Z,2026-05-23T21:06:30.157198Z,2026-05-23,0xe8d425aa349b0004fa2eefa5bdec67cc4e64b7443cedc932d1700d50661b02aa,0xdcf06afeb81a2771b215e8dd23570824052fc071020a8c1950d2f137ae5040a3,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0075,user-003,0.23,2.808,2.578,0.23,2026-05-23T18:18:46.371451Z,2026-05-23T18:48:46.371451Z,2026-05-23,0x565a9ccb7d159f6aeb35260c4f6725bba37b39b9b9505887889c79d1cdb67d88,0x47ed8a93186c2836e8af1c67e4a0cdf4b7391e08dcf6532e7575546d2af75cf6,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0076,user-010,14.524,14.524,0.0,14.524,2026-05-23T08:33:05.505830Z,2026-05-23T09:48:05.505830Z,2026-05-23,0x761a89990932500ec1aa3f97dde9a97dd9ff80dba97ab202364a557ff36a64b0,0x6a722206f6b259f311bb4fd47a9f36f25c40f4be0e149d811384fe1d726c4ad5,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0077,user-008,3.436,3.436,0.0,3.436,2026-05-23T10:03:19.539200Z,2026-05-23T10:23:19.539200Z,2026-05-23,0x4059bd0b16f791cf843d3b100de308478fa3b837782a0530080e019141e96998,0x44962a034bdf5531ee3d5fd1cbdb4d409e372ca2f0de47919519df8d829c1d19,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0078,user-006,7.893,7.893,0.0,7.893,2026-05-23T00:24:21.885794Z,2026-05-23T00:44:21.885794Z,2026-05-23,0x02d918f93211e9e503f8e245ca9a89cb4f5b56cc5e85471f11eefe9e2586b763,0xb2ea289ccc3e8734801e234e6dad2169e0fb64ce917eb9455f30a7629d5525b4,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0079,user-005,14.074,14.074,0.0,14.074,2026-05-23T14:41:07.209257Z,2026-05-23T15:21:07.209257Z,2026-05-23,0x04be9baca49a05929012b718939244e96d500cf697b538688fa3ae6b4f9913ec,0x4fff021026b8fdd6fd409ed3842fa89215f39ac063529946275b560f659bee59,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0080,user-010,6.849,6.849,0.0,6.849,2026-05-23T08:03:23.914041Z,2026-05-23T08:43:23.914041Z,2026-05-23,0x36f7830eeb807885a45a66d0994cbb4d5039fee8456ccde3cfaa64c09bf906a2,0x35539902b95aba09908cfcc1b0ec8f485d4a55081ac4a650c8dd272c02f4dc51,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0081,user-009,-22.208,0.0,22.208,-22.208,2026-05-23T21:44:25.663818Z,2026-05-23T22:44:25.663818Z,2026-05-23,0xf2efb9870f63a67c8984ed50ffbc0bb45c89f044564b137df65a905acab74814,0x8f8d281cc40d1f3ac169da0acb321e3e20202cf220cdf4072d5810fd37943d3d,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0082,user-010,0.04,3.485,3.445,0.04,2026-05-23T20:50:17.362820Z,2026-05-23T21:50:17.362820Z,2026-05-23,0xd125de5152805d8e891d2f1ae6c860c5c74f4eb9f634b490aa7542b91072386b,0xa09c2e3150ea4e54220c8eb0e6e8cc057aa9c63223024952cdf905c0cf1a3b21,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0083,user-010,10.732,10.732,0.0,10.732,2026-05-23T00:21:24.401839Z,2026-05-23T01:21:24.401839Z,2026-05-23,0x02112f562578cd295130d88b13a34b3287449f6c111746cb19a52efeebd76197,0xfaa9d63a5e995333d03ec8319be7d8dfdbca068a7968410aa52e1c64f8237c45,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0084,user-005,9.311,9.311,0.0,9.311,2026-05-23T13:11:58.819360Z,2026-05-23T14:26:58.819360Z,2026-05-23,0x46e64e38acc5b9ef0957d0a27eefe3cf99522a30f740f151a9d6bab26d1ab743,0x2a459db6d5c5a2d49a5c1e960390ed171408fee34ba872cd9cd1ed3058e27664,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0085,user-003,11.175,11.175,0.0,11.175,2026-05-23T05:46:16.124228Z,2026-05-23T06:46:16.124228Z,2026-05-23,0x61a9646cbbdf6008628733f81d0b9db975bbec8e034ece36680de5b81d194444,0x8ad21c738407bd2d9b11dfce72a9380a68962d58db9434a706cbf02a025bf751,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0086,user-008,7.473,7.473,0.0,7.473,2026-05-23T09:39:41.746700Z,2026-05-23T09:59:41.746700Z,2026-05-23,0x50c13bff647394fb3ee28e041917a09ae044a15592c3caca82905e570ff85f12,0xd944a7775205c5e177424811bc63ce8d7314071ae5c7274f0b31eb69cecf0e36,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0087,user-002,4.648,4.648,0.0,4.648,2026-05-23T11:25:10.934217Z,2026-05-23T12:05:10.934217Z,2026-05-23,0xf62c7b9caadef47b84d2885de718bdc8b272b8345809fdb8d6bbfd3cfd867485,0x2c1e324b3e7b9367ca2a248151c387d6a2e1047eb3d5ff117d0db3b6cc9a2b5a,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0088,user-006,7.148,7.148,0.0,7.148,2026-05-23T18:11:46.720133Z,2026-05-23T18:31:46.720133Z,2026-05-23,0xe188b86f5bbcf79b01ffdcad71c9ae061c7d2070a502c2ad6949182519e934fe,0x123efda91053bb1f50b133598a4e7a3bed3f2f5fedd2808aa210b962e23a7065,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0089,user-008,3.751,3.751,0.0,3.751,2026-05-23T08:49:18.022754Z,2026-05-23T09:19:18.022754Z,2026-05-23,0x19eab28da49640ab0051ffb5bd974051c5a3f09a66869df478e126a4c9fef2de,0x41e52204feb95d4203de046a380015c5ce1720f9a340ab8828536e1c9d39fd69,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0090,user-009,-0.003,3.668,3.671,-0.003,2026-05-23T12:37:18.260073Z,2026-05-23T12:57:18.260073Z,2026-05-23,0x4377d6d69229b9d3a1f233c7d5ec1d5c0eff9c134012375fd182140221edd068,0xbd91e2a8fa3f70d52cc3582025b88c3d0b3ebeea3d6a553b5c022f9ed1b68f8c,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0091,user-007,5.52,5.52,0.0,5.52,2026-05-23T15:50:47.235306Z,2026-05-23T16:20:47.235306Z,2026-05-23,0xa0b4bb630cef72521d0184d34aa68b35f62bb239b60f36038a0328c07b4637df,0x032778cc9d6c7bbe07ff2d72e24b558255556667e4f37bd838927b71921d9bd8,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0092,user-002,-6.951,0.0,6.951,-6.951,2026-05-23T16:06:47.720178Z,2026-05-23T16:46:47.720178Z,2026-05-23,0x5c4dc1232c69703579851302d4bcecbf1f477fea17445375985010bfaafc942f,0x86f87fe2199e13c6e9a5505b8a279ce2ee1eb74cfd49b8ee1ad3327ed9d24c8a,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0093,user-002,10.954,10.954,0.0,10.954,2026-05-23T07:52:29.712000Z,2026-05-23T08:52:29.712000Z,2026-05-23,0x8cceae563915003c3749bc5330ce05a4d79215097bd462f208ce72662bc84d42,0x2f061f1df8818c2a58b8dd0b1fba0af0f92da5918b6c33f75cd73df1a6d87a0b,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0094,user-006,-0.052,3.693,3.745,-0.052,2026-05-23T13:19:43.645415Z,2026-05-23T13:39:43.645415Z,2026-05-23,0x2aee4ad7edc8f4ecdafe076d3fa3b033e60d264e14343fe45b0e7fee71bd1b2c,0x157d2e3214c47bd77e58a0a8b280437f3e641472c270666ec690d4d8ef40d5fa,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0095,user-009,-15.014,0.0,15.014,-15.014,2026-05-23T21:09:25.449990Z,2026-05-23T21:49:25.449990Z,2026-05-23,0xb2726f27b8878a841e90d70a2175ec9b719b59019bfb4dbcd0c75ce1b756d6ca,0xc0ba100668fc54a6737f00b2798f17fc9aa1a96ea1f6f50e8431b8362c716b00,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0096,user-006,7.402,7.402,0.0,7.402,2026-05-23T07:57:18.642102Z,2026-05-23T08:17:18.642102Z,2026-05-23,0xa4a4da095c806d00f802e48fca654d35615c00fc16634eecda0f766c20ed1e5d,0x00d3f12a2c442d3d2582ff3bac206a793dab7f3c02fc82ef91fed9deb5f2920f,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0097,user-004,1.397,2.413,1.016,1.397,2026-05-23T21:04:14.283881Z,2026-05-23T21:34:14.283881Z,2026-05-23,0x798bd3dcd87c06349737c59ec64cd57806b47125ab6fc90ee530b6eaeab1819c,0xff4729c8600dbac24b751d2f2f241fe545e9ead2d1d632f17044b3629cd8a97b,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0098,user-008,12.288,17.4,5.112,12.288,2026-05-23T11:21:59.895423Z,2026-05-23T12:21:59.895423Z,2026-05-23,0x71add7e68dc93084d17e31dc7362ccada06fefac748c8fde1b94ca29d67a8716,0xcead01f42d189c6f85c2fce28aa7a6a9f3743aadc2b6c131b96a83a80533f568,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0099,user-004,13.43,13.43,0.0,13.43,2026-05-23T15:40:43.605686Z,2026-05-23T16:55:43.605686Z,2026-05-23,0xab90e8e8bad65275ce023a5136651f0d037c11670abd9616329b74ba2840c0d1,0x5c5eab5b5cf31f33f6c970edc0f48b9ffc0cbc79ffcf6171b8ba25dfd284d68a,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0100,user-002,13.486,13.486,0.0,13.486,2026-05-23T22:53:32.100196Z,2026-05-24T00:08:32.100196Z,2026-05-23,0x2473f203d5b98acee578192bdf7cd3bb858a4918eabd43539e2c658a9b6ec62e,0x122eaee9c7505a0ef02568c671703991ecb1effa10734ea73bcc57e240da4eb1,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0101,user-006,1.584,4.391,2.807,1.584,2026-05-23T06:21:45.141185Z,2026-05-23T07:01:45.141185Z,2026-05-23,0x0ff68360f19245fc293cf2b247b68f60b1e29d3be36413e45b5b630849dbaf88,0xf53e29757b5747a9cf6c01a3f3592c4e1da653a19d509a4a9e8224b67257ca69,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0102,user-003,-27.141,0.0,27.141,-27.141,2026-05-23T04:27:35.514068Z,2026-05-23T05:42:35.514068Z,2026-05-23,0x6a7bcdb91cd60ad02a0157d80e3edd9748e0c9d198030d3d83a1816e983234d5,0xc4df3e1ecdf83e6b19f3da91d10cf2335e74d434e86c50d907a6e18a6c06e9f0,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0103,user-001,7.046,7.046,0.0,7.046,2026-05-23T03:39:04.307630Z,2026-05-23T04:39:04.307630Z,2026-05-23,0xab3516084ac10460b421046fdfb805a3a3416aa91a089c0f104765db62a7824d,0xfdb1f3f0d5f5cffba2373b4bffa1576113216a8a1084e305ef165ef897be673b,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0104,user-002,14.521,14.521,0.0,14.521,2026-05-23T14:31:46.719220Z,2026-05-23T15:11:46.719220Z,2026-05-23,0xcc65a0633ef01437e3af05828ca985eb582dfb8984e7b455ecc97f74b0b20ef8,0xe3c453b9284e1e283dd48a361c8d29cbb82a05a01b06b2556e4127200bfd2a3a,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0105,user-003,4.614,9.056,4.442,4.614,2026-05-23T16:06:43.750764Z,2026-05-23T17:21:43.750764Z,2026-05-23,0xa60a6c83e4be15df8b41c1972ad151b47a783771f382fc2f3c9f9a0476afeab5,0x1a35cff59517c3ba7ded4b27b41497c753a1028ea596a1a4cafe3bee97ac2e47,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0106,user-001,11.404,11.404,0.0,11.404,2026-05-23T09:58:43.588863Z,2026-05-23T10:28:43.588863Z,2026-05-23,0xe46abca11213c30f7f5431725f94f917945adbbfbfe31075415b0b05e43cf48c,0xc9ca32dc53a203c4b1b73b2d6defbe059dcea6606e5020f80a76255cd37b7b00,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0107,user-007,5.333,5.333,0.0,5.333,2026-05-23T20:20:56.339298Z,2026-05-23T20:50:56.339298Z,2026-05-23,0x37a5d5c318835352c57f03ec415b61ad52a9818f1649bbfc25b4f1f8a7f5e49f,0xafa80a066826dfed4374367d8e26a1bf67c803d8c3f7f2339225f1b4267b24c7,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0108,user-009,5.206,5.206,0.0,5.206,2026-05-23T14:56:22.339338Z,2026-05-23T15:26:22.339338Z,2026-05-23,0x92f11ace31c7dddcc10bcaa3b7cd11f978950ee5076f71ec7d1aad87863682a0,0x6f3c5a312240e93556b19567d71455b05eb7f4f5f6b4c438f5cfdb39d6eb5416,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0109,user-005,4.92,4.92,0.0,4.92,2026-05-23T10:35:21.313370Z,2026-05-23T11:05:21.313370Z,2026-05-23,0x6265c81d2e7099d788a9aa305dc9770d53df42a3397b26e99c7ab1a47682fcb1,0xc84a2149bd208751417c96d184bb30e9f031b072679fac3da09e3e3daece38cd,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0110,user-009,11.379,11.379,0.0,11.379,2026-05-23T14:52:14.422384Z,2026-05-23T15:52:14.422384Z,2026-05-23,0xfc9124168a894bfb5a0bb3eb126fb36186a646b15b9293ef8e8e597ef7101481,0x8c1abaa017671b081e69d0faad16e485760a0402a60ebfd9f6ce089ccb37420d,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0111,user-004,8.987,8.987,0.0,8.987,2026-05-23T18:09:51.625481Z,2026-05-23T19:24:51.625481Z,2026-05-23,0x549f13ee3dcf3745d275368e9ac8b9d824d95735fe5f1e2d014cfc6a4e4ce555,0x72c9f750f9209fee630c5bd1d4ec50c26796c6610af5a98e7bd282c7b82268df,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0112,user-002,10.926,10.926,0.0,10.926,2026-05-23T08:19:41.389692Z,2026-05-23T08:49:41.389692Z,2026-05-23,0xc68ffe8422fd0e5bfd513840ad52ea068748fbd5d1c60c4ad764ddabef9733c5,0xde080a041fdd1f41a4de63731343dc21f68502ed14a366dd1ee0aa0e6c2f501d,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0113,user-008,3.819,4.352,0.533,3.819,2026-05-23T19:30:42.675002Z,2026-05-23T20:10:42.675002Z,2026-05-23,0xf6fecc32e34190b8813299baa1926273e37a7d8a16710a082ac684ef014324fc,0xa985dabe3c1b45bf8672fb11f6d6adc4b0cafae362dc94403dc4572c7e4d91c1,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0114,user-005,-7.844,0.0,7.844,-7.844,2026-05-23T06:44:13.117813Z,2026-05-23T07:04:13.117813Z,2026-05-23,0x20063d3fa72fe566dc9f5bc547db34d8b605c2ed4a311a1376ed39a8ed964510,0xd2224ad4c95d6fa34f7fa3267da714bd97839458f11144be2028cde4af36f93a,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0115,user-009,13.706,17.917,4.211,13.706,2026-05-23T16:06:47.136685Z,2026-05-23T17:06:47.136685Z,2026-05-23,0x5ba0798d4f850a1970883b40f07c27b2b02094bc7aaf90ed780f90205bc3bc4e,0x220a22536b0ba9f5b6b71258359f71f3def95c520566a7f4e73b184a0b877fa3,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0116,user-009,3.006,8.652,5.646,3.006,2026-05-23T01:49:43.640395Z,2026-05-23T02:29:43.640395Z,2026-05-23,0x0c1b622c0672f8eeee1434cabbd8eb5a6d2bf222927ae175b995d339d8d1a906,0xa5b58faf650159cebf8cb6de3cb5fb7fd1572f5f414e146bee5ef6dfde724cba,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0117,user-004,9.065,9.065,0.0,9.065,2026-05-23T05:41:55.328834Z,2026-05-23T06:56:55.328834Z,2026-05-23,0xe36a001497ea6e2b91a1f9620ef95ae84c9b552282671440b54997a251c5ce36,0x2a7fe9e112fc34619fa135b3e4d62b5f132776ec7087be0422d8131376c8a329,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0118,user-008,13.636,13.636,0.0,13.636,2026-05-23T10:26:58.073607Z,2026-05-23T11:41:58.073607Z,2026-05-23,0x3b35b92158d4beb58c6fd9de2b3a8e7a51d3b3c8a423f8447931c5991f6bfa68,0x120e4ee0ce7b95fc954e2f177e417b587b65972b35ad64e24acc65a57f8551b8,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0119,user-007,10.489,10.489,0.0,10.489,2026-05-23T14:59:46.576457Z,2026-05-23T15:59:46.576457Z,2026-05-23,0xc81c63599242bce81678ab6c709b8f6331ef7c27e660b11b753788a48fdb5a17,0x1378131a52401bfafa63b13069b03a5ebb6f95c2c8b1ee2d6928350322523218,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0120,user-008,14.166,14.166,0.0,14.166,2026-05-23T07:49:09.612288Z,2026-05-23T09:04:09.612288Z,2026-05-23,0x7ac2752f5bf51567e66241ab7f4815baf29733bdba959c0de687dab3c250a2b3,0x82451cad85c5d3f96697157fcbcffc65afec868a049b558f0e570033b9ad38d1,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0121,user-001,7.276,8.958,1.682,7.276,2026-05-23T14:19:44.273690Z,2026-05-23T14:49:44.273690Z,2026-05-23,0x7cfb2ff14ad60b83cc4f49d03a5b5d45bc23f960aa529adb86f973b5749222cc,0x1797b67f270866f898ee0e2c60c6810b02e976418fbc67ad0201b7ec39e6db50,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0122,user-003,-9.04,0.0,9.04,-9.04,2026-05-23T00:19:35.903553Z,2026-05-23T01:34:35.903553Z,2026-05-23,0xdadee58ab53780669a8117828f45fc5a957382b51e83537951ce74deeacc7fc8,0xc5c44fd7c03c676694d1f5a48dd0c285a98c90f7c1f739821a9b124f8525ac99,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0123,user-008,5.724,5.724,0.0,5.724,2026-05-23T18:12:00.348469Z,2026-05-23T18:42:00.348469Z,2026-05-23,0x1f8a0bda7472350c5d50f127bbb9c6e96af7c457289c205574f340a9b45eb6d2,0x278eb01e058eff12c01b4008f2cbbce812de911d30197c8dc4ef77bdda5c3e16,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0124,user-002,4.771,4.771,0.0,4.771,2026-05-23T01:50:59.664570Z,2026-05-23T02:30:59.664570Z,2026-05-23,0x05c9f362a5811703257ae3937b98cd1da6d7a25c39baefa8db9e2bbd343445f1,0x3e452a86119f81139bf9a00b014f53c8f98bc54da523d8f8c4d2f8b30fe03eb9,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0125,user-006,2.49,2.49,0.0,2.49,2026-05-23T16:42:24.554585Z,2026-05-23T17:02:24.554585Z,2026-05-23,0x81b84f0e25d1f7f12a4dcedf603fa28a28a61afe37639a48ec49487824f4fa69,0x021a1d7094e747e7ae9bcbb7ae5965a68df422bb2c08867c312d65ee56916533,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0126,user-007,13.86,13.86,0.0,13.86,2026-05-23T02:01:13.073891Z,2026-05-23T03:16:13.073891Z,2026-05-23,0xf502508c56fabc11210a52c24e74ba44af5778420af7b9f8368f3c612b330e69,0x482631821235519c69a3db3fcad72704b0a0eaba576002b76bd9482348ea9c4e,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0127,user-007,0.093,2.761,2.668,0.093,2026-05-23T16:53:55.386359Z,2026-05-23T17:23:55.386359Z,2026-05-23,0x1037058c9299b0f73b4d9973bf977e40bde3af8ef328a8516d1126fb60745e89,0xdd1bc99319ed4503fcf65d15d52ce0d77d9536411e38cfa43b9ea3bea45182fc,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0128,user-006,11.702,12.563,0.861,11.702,2026-05-23T19:55:15.442582Z,2026-05-23T21:10:15.442582Z,2026-05-23,0x84aec883c0d7cb12a9a8e337cf71cb6474050f8566556388bb96d384ed0d40eb,0x6204d5c2d87001b674a9a1606cac3eb808c3e0dbd7e4107452e7603fa6ccbcc3,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0129,user-001,4.61,9.073,4.463,4.61,2026-05-23T23:49:28.692356Z,2026-05-24T01:04:28.692356Z,2026-05-23,0x3b7b1e81784ba846f64e7d9e7a647d1b8a1f2382aac51f4a70131e1c273a78f6,0xa5c90e4b719542f7b9695ee617ba2d1053085fca01c42c8303d77357140dd447,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0130,user-005,7.255,7.255,0.0,7.255,2026-05-23T07:33:58.803559Z,2026-05-23T07:53:58.803559Z,2026-05-23,0x6b8ac0da23ff2c404634ead99de5bf3b78b96c20f85e5e1018f2c623183ec83f,0x1eaed44a57e96efa816f25c721d6d3318a934aea487b06762e71e1c09c6d564c,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0131,user-003,22.393,22.393,0.0,22.393,2026-05-23T21:59:55.919015Z,2026-05-23T22:59:55.919015Z,2026-05-23,0x6f13643dff528d072bea86ccca0629b9a8b3665beb46445a3280f34df7f2b5ae,0x2a2688be3a19db57746587d02bf1bb36d865fb5c4d8c600d510009be06de4103,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
run_20260521_224941-0132,user-006,0.403,5.757,5.354,0.403,2026-05-23T23:36:27.140575Z,2026-05-24T00:06:27.140575Z,2026-05-23,0x7c7a46a209b150c1205636a1ab8b61f700deee25fa3fd5e3cf8646a2fa34f56a,0x67b8b90bfe6c7e05c01257361994b334a6365430d32dd01586b6451b3f9b0859,0xbe1369722ce118053c2d04f154ff377fa20008e7129f687a7bcf68ac50a4f620
