session_id,user_id,evse_id,start_ts,end_ts,tariff_model
run_20260217_222909-0222,user-003,EVSE-048,2026-02-17T17:22:24.218128Z,2026-02-17T17:52:24.218128Z,TOU
run_20260217_222909-0223,user-005,EVSE-045,2026-02-17T02:27:16.490310Z,2026-02-17T02:47:16.490310Z,TOU
run_20260217_222909-0224,user-004,EVSE-020,2026-02-17T20:45:29.090988Z,2026-02-17T21:45:29.090988Z,TOU
run_20260217_222909-0225,user-007,EVSE-024,2026-02-17T20:43:39.855464Z,2026-02-17T21:58:39.855464Z,TOU
run_20260217_222909-0226,user-008,EVSE-015,2026-02-17T19:43:16.768824Z,2026-02-17T20:43:16.768824Z,TOU
run_20260217_222909-0227,user-005,EVSE-014,2026-02-17T08:20:42.854441Z,2026-02-17T09:35:42.854441Z,TOU
run_20260217_222909-0228,user-009,EVSE-018,2026-02-17T04:11:59.545025Z,2026-02-17T05:11:59.545025Z,TOU
run_20260217_222909-0229,user-005,EVSE-037,2026-02-17T19:27:45.688981Z,2026-02-17T20:42:45.688981Z,TOU
run_20260217_222909-0230,user-006,EVSE-043,2026-02-17T06:32:46.090663Z,2026-02-17T07:02:46.090663Z,TOU
run_20260217_222909-0231,user-003,EVSE-024,2026-02-17T16:55:57.057833Z,2026-02-17T17:55:57.057833Z,TOU
run_20260217_222909-0232,user-005,EVSE-031,2026-02-17T12:51:11.081725Z,2026-02-17T13:11:11.081725Z,TOU
run_20260217_222909-0233,user-009,EVSE-032,2026-02-17T21:06:27.903027Z,2026-02-17T22:06:27.903027Z,TOU
run_20260217_222909-0234,user-003,EVSE-011,2026-02-17T16:27:41.024200Z,2026-02-17T16:47:41.024200Z,TOU
run_20260217_222909-0235,user-002,EVSE-047,2026-02-17T20:52:39.325266Z,2026-02-17T21:52:39.325266Z,TOU
run_20260217_222909-0236,user-006,EVSE-019,2026-02-17T16:29:35.228694Z,2026-02-17T16:49:35.228694Z,TOU
run_20260217_222909-0237,user-009,EVSE-026,2026-02-17T09:40:13.639032Z,2026-02-17T10:20:13.639032Z,TOU
run_20260217_222909-0238,user-004,EVSE-041,2026-02-17T06:31:52.613249Z,2026-02-17T07:01:52.613249Z,TOU
run_20260217_222909-0239,user-009,EVSE-009,2026-02-17T09:01:41.155240Z,2026-02-17T10:16:41.155240Z,TOU
run_20260217_222909-0240,user-002,EVSE-016,2026-02-17T11:42:19.074449Z,2026-02-17T12:57:19.074449Z,TOU
run_20260217_222909-0241,user-002,EVSE-028,2026-02-17T02:13:05.564175Z,2026-02-17T03:28:05.564175Z,TOU
run_20260217_222909-0242,user-002,EVSE-029,2026-02-17T03:33:12.354181Z,2026-02-17T03:53:12.354181Z,TOU
run_20260217_222909-0243,user-005,EVSE-018,2026-02-17T02:53:59.713569Z,2026-02-17T03:13:59.713569Z,TOU
run_20260217_222909-0244,user-008,EVSE-031,2026-02-17T04:47:08.718024Z,2026-02-17T05:17:08.718024Z,TOU
run_20260217_222909-0245,user-008,EVSE-044,2026-02-17T19:37:59.087570Z,2026-02-17T20:37:59.087570Z,TOU
run_20260217_222909-0246,user-010,EVSE-031,2026-02-17T06:36:45.965861Z,2026-02-17T07:06:45.965861Z,TOU
run_20260217_222909-0247,user-007,EVSE-016,2026-02-17T20:24:56.255325Z,2026-02-17T21:39:56.255325Z,TOU
run_20260217_222909-0248,user-008,EVSE-020,2026-02-17T04:45:11.024740Z,2026-02-17T05:45:11.024740Z,TOU
run_20260217_222909-0249,user-009,EVSE-022,2026-02-17T19:01:08.052099Z,2026-02-17T20:01:08.052099Z,TOU
run_20260217_222909-0250,user-005,EVSE-008,2026-02-17T10:50:19.533742Z,2026-02-17T11:30:19.533742Z,TOU
run_20260217_222909-0251,user-007,EVSE-029,2026-02-17T18:48:33.066823Z,2026-02-17T19:18:33.066823Z,TOU
run_20260217_222909-0252,user-010,EVSE-050,2026-02-17T01:02:05.156212Z,2026-02-17T01:32:05.156212Z,TOU
run_20260217_222909-0253,user-003,EVSE-027,2026-02-17T07:22:46.949629Z,2026-02-17T07:52:46.949629Z,TOU
run_20260217_222909-0254,user-004,EVSE-046,2026-02-17T17:25:01.315972Z,2026-02-17T18:05:01.315972Z,TOU
run_20260217_222909-0255,user-009,EVSE-012,2026-02-17T08:48:04.804219Z,2026-02-17T09:18:04.804219Z,TOU
run_20260217_222909-0256,user-006,EVSE-001,2026-02-17T06:56:05.524375Z,2026-02-17T07:36:05.524375Z,TOU
run_20260217_222909-0257,user-001,EVSE-044,2026-02-17T14:50:32.804911Z,2026-02-17T15:10:32.804911Z,TOU
run_20260217_222909-0258,user-001,EVSE-036,2026-02-17T07:24:32.604929Z,2026-02-17T08:04:32.604929Z,TOU
run_20260217_222909-0259,user-009,EVSE-017,2026-02-17T05:09:35.860264Z,2026-02-17T05:49:35.860264Z,TOU
run_20260217_222909-0260,user-008,EVSE-012,2026-02-17T04:03:49.427159Z,2026-02-17T04:43:49.427159Z,TOU
run_20260217_222909-0261,user-002,EVSE-043,2026-02-17T14:55:50.073183Z,2026-02-17T15:55:50.073183Z,TOU
run_20260217_222909-0262,user-010,EVSE-033,2026-02-17T10:46:46.160472Z,2026-02-17T11:06:46.160472Z,TOU
run_20260217_222909-0263,user-009,EVSE-014,2026-02-17T11:05:40.093701Z,2026-02-17T11:25:40.093701Z,TOU
run_20260217_222909-0264,user-010,EVSE-024,2026-02-17T11:15:04.895420Z,2026-02-17T12:30:04.895420Z,TOU
run_20260217_222909-0265,user-009,EVSE-011,2026-02-17T13:17:23.884050Z,2026-02-17T13:37:23.884050Z,TOU
run_20260217_222909-0266,user-009,EVSE-007,2026-02-17T11:11:11.016965Z,2026-02-17T11:31:11.016965Z,TOU
run_20260217_222909-0267,user-007,EVSE-005,2026-02-17T08:27:57.115835Z,2026-02-17T08:47:57.115835Z,TOU
run_20260217_222909-0268,user-005,EVSE-033,2026-02-17T10:35:21.524661Z,2026-02-17T11:50:21.524661Z,TOU
run_20260217_222909-0269,user-005,EVSE-019,2026-02-17T09:25:32.711321Z,2026-02-17T10:05:32.711321Z,TOU
run_20260217_222909-0270,user-003,EVSE-048,2026-02-17T16:49:47.918122Z,2026-02-17T17:29:47.918122Z,TOU
run_20260217_222909-0271,user-006,EVSE-032,2026-02-17T18:54:05.928132Z,2026-02-17T20:09:05.928132Z,TOU
run_20260217_222909-0272,user-006,EVSE-045,2026-02-17T20:54:22.211334Z,2026-02-17T21:24:22.211334Z,TOU
run_20260217_222909-0273,user-010,EVSE-022,2026-02-17T10:22:43.132447Z,2026-02-17T11:02:43.132447Z,TOU
run_20260217_222909-0274,user-008,EVSE-041,2026-02-17T13:17:41.071084Z,2026-02-17T13:57:41.071084Z,TOU
run_20260217_222909-0275,user-002,EVSE-019,2026-02-17T02:34:22.112048Z,2026-02-17T03:49:22.112048Z,TOU
run_20260217_222909-0276,user-009,EVSE-048,2026-02-17T11:44:00.403775Z,2026-02-17T12:44:00.403775Z,TOU
run_20260217_222909-0277,user-006,EVSE-034,2026-02-17T23:00:47.727029Z,2026-02-18T00:00:47.727029Z,TOU
run_20260217_222909-0278,user-005,EVSE-015,2026-02-17T03:56:47.036199Z,2026-02-17T04:36:47.036199Z,TOU
run_20260217_222909-0279,user-006,EVSE-010,2026-02-17T04:22:10.743484Z,2026-02-17T05:02:10.743484Z,TOU
run_20260217_222909-0280,user-006,EVSE-031,2026-02-17T09:32:05.448113Z,2026-02-17T09:52:05.448113Z,TOU
run_20260217_222909-0281,user-010,EVSE-041,2026-02-17T20:06:48.323148Z,2026-02-17T21:06:48.323148Z,TOU
run_20260217_222909-0282,user-005,EVSE-038,2026-02-17T01:14:57.265751Z,2026-02-17T01:44:57.265751Z,TOU
run_20260217_222909-0283,user-003,EVSE-035,2026-02-17T09:01:34.505758Z,2026-02-17T10:16:34.505758Z,TOU
run_20260217_222909-0284,user-002,EVSE-003,2026-02-17T21:44:48.386955Z,2026-02-17T22:14:48.386955Z,TOU
run_20260217_222909-0285,user-007,EVSE-017,2026-02-17T18:28:32.387449Z,2026-02-17T19:28:32.387449Z,TOU
run_20260217_222909-0286,user-001,EVSE-024,2026-02-17T10:06:41.910603Z,2026-02-17T10:26:41.910603Z,TOU
run_20260217_222909-0287,user-007,EVSE-031,2026-02-17T08:20:43.839235Z,2026-02-17T09:00:43.839235Z,TOU
run_20260217_222909-0288,user-009,EVSE-011,2026-02-17T10:39:55.658816Z,2026-02-17T11:19:55.658816Z,TOU
run_20260217_222909-0289,user-009,EVSE-039,2026-02-17T14:22:11.537685Z,2026-02-17T15:02:11.537685Z,TOU
run_20260217_222909-0290,user-002,EVSE-050,2026-02-17T17:40:08.851376Z,2026-02-17T18:20:08.851376Z,TOU
run_20260217_222909-0291,user-008,EVSE-040,2026-02-17T13:26:52.815006Z,2026-02-17T13:56:52.815006Z,TOU
run_20260217_222909-0292,user-001,EVSE-026,2026-02-17T15:20:58.464149Z,2026-02-17T15:40:58.464149Z,TOU
run_20260217_222909-0293,user-009,EVSE-023,2026-02-17T23:36:52.332456Z,2026-02-17T23:56:52.332456Z,TOU
run_20260217_222909-0294,user-005,EVSE-019,2026-02-17T18:33:08.067680Z,2026-02-17T19:03:08.067680Z,TOU
run_20260217_222909-0295,user-002,EVSE-030,2026-02-17T04:42:45.790242Z,2026-02-17T05:22:45.790242Z,TOU
run_20260217_222909-0296,user-010,EVSE-026,2026-02-17T03:17:41.188671Z,2026-02-17T04:17:41.188671Z,TOU
run_20260217_222909-0297,user-006,EVSE-013,2026-02-17T22:09:31.109906Z,2026-02-17T22:39:31.109906Z,TOU
run_20260217_222909-0298,user-004,EVSE-006,2026-02-17T18:20:47.977465Z,2026-02-17T18:50:47.977465Z,TOU
run_20260217_222909-0299,user-008,EVSE-028,2026-02-17T09:15:05.349336Z,2026-02-17T10:30:05.349336Z,TOU
run_20260217_222909-0300,user-009,EVSE-025,2026-02-17T23:12:06.587296Z,2026-02-17T23:52:06.587296Z,TOU
run_20260217_222909-0301,user-006,EVSE-024,2026-02-17T15:18:17.559048Z,2026-02-17T15:58:17.559048Z,TOU
run_20260217_222909-0302,user-007,EVSE-028,2026-02-17T17:16:20.008446Z,2026-02-17T17:46:20.008446Z,TOU
run_20260217_222909-0303,user-004,EVSE-047,2026-02-17T20:28:59.101267Z,2026-02-17T20:58:59.101267Z,TOU
run_20260217_222909-0304,user-008,EVSE-039,2026-02-17T16:46:57.046662Z,2026-02-17T18:01:57.046662Z,TOU
run_20260217_222909-0305,user-010,EVSE-040,2026-02-17T08:23:11.622259Z,2026-02-17T09:38:11.622259Z,TOU
run_20260217_222909-0306,user-002,EVSE-048,2026-02-17T22:05:04.729467Z,2026-02-17T22:45:04.729467Z,TOU
run_20260217_222909-0307,user-008,EVSE-026,2026-02-17T14:02:51.345141Z,2026-02-17T14:32:51.345141Z,TOU
run_20260217_222909-0308,user-002,EVSE-009,2026-02-17T01:30:01.027629Z,2026-02-17T02:30:01.027629Z,TOU
run_20260217_222909-0309,user-003,EVSE-038,2026-02-17T23:17:51.440283Z,2026-02-17T23:57:51.440283Z,TOU
run_20260217_222909-0310,user-010,EVSE-020,2026-02-17T13:32:37.955109Z,2026-02-17T14:47:37.955109Z,TOU
run_20260217_222909-0311,user-007,EVSE-040,2026-02-17T04:49:55.843332Z,2026-02-17T06:04:55.843332Z,TOU
run_20260217_222909-0312,user-005,EVSE-047,2026-02-17T17:09:03.919756Z,2026-02-17T18:24:03.919756Z,TOU
run_20260217_222909-0313,user-002,EVSE-031,2026-02-17T20:22:00.928865Z,2026-02-17T21:22:00.928865Z,TOU
run_20260217_222909-0314,user-005,EVSE-016,2026-02-17T04:22:09.537446Z,2026-02-17T04:42:09.537446Z,TOU
run_20260217_222909-0315,user-001,EVSE-021,2026-02-17T19:12:10.858687Z,2026-02-17T19:32:10.858687Z,TOU
run_20260217_222909-0316,user-001,EVSE-003,2026-02-17T06:06:35.796401Z,2026-02-17T07:21:35.796401Z,TOU
run_20260217_222909-0317,user-008,EVSE-049,2026-02-17T07:27:41.675036Z,2026-02-17T07:57:41.675036Z,TOU
run_20260217_222909-0318,user-001,EVSE-023,2026-02-17T15:27:03.272853Z,2026-02-17T15:57:03.272853Z,TOU
run_20260217_222909-0319,user-008,EVSE-046,2026-02-17T06:23:12.484936Z,2026-02-17T06:43:12.484936Z,TOU
run_20260217_222909-0320,user-005,EVSE-030,2026-02-17T10:57:27.775764Z,2026-02-17T11:57:27.775764Z,TOU
run_20260217_222909-0321,user-009,EVSE-025,2026-02-17T14:53:10.635581Z,2026-02-17T15:23:10.635581Z,TOU
run_20260217_222909-0322,user-008,EVSE-009,2026-02-17T05:36:20.574148Z,2026-02-17T06:06:20.574148Z,TOU
run_20260217_222909-0323,user-001,EVSE-032,2026-02-17T19:08:00.371921Z,2026-02-17T20:08:00.371921Z,TOU
run_20260217_222909-0324,user-002,EVSE-046,2026-02-17T12:44:59.690008Z,2026-02-17T13:04:59.690008Z,TOU
run_20260217_222909-0325,user-010,EVSE-007,2026-02-17T17:36:13.529179Z,2026-02-17T17:56:13.529179Z,TOU
run_20260217_222909-0326,user-004,EVSE-007,2026-02-17T11:13:24.485159Z,2026-02-17T11:43:24.485159Z,TOU
run_20260217_222909-0327,user-010,EVSE-021,2026-02-17T15:23:31.965189Z,2026-02-17T16:23:31.965189Z,TOU
run_20260217_222909-0328,user-007,EVSE-002,2026-02-17T05:38:34.470613Z,2026-02-17T06:38:34.470613Z,TOU
run_20260217_222909-0329,user-005,EVSE-036,2026-02-17T23:49:32.453177Z,2026-02-18T00:19:32.453177Z,TOU
run_20260217_222909-0330,user-010,EVSE-015,2026-02-17T20:16:12.642471Z,2026-02-17T20:36:12.642471Z,TOU
run_20260217_222909-0331,user-005,EVSE-037,2026-02-17T21:46:39.397521Z,2026-02-17T22:46:39.397521Z,TOU
run_20260217_222909-0332,user-001,EVSE-041,2026-02-17T01:51:30.302701Z,2026-02-17T02:31:30.302701Z,TOU
run_20260217_222909-0333,user-007,EVSE-048,2026-02-17T22:41:03.345227Z,2026-02-17T23:56:03.345227Z,TOU
run_20260217_222909-0334,user-007,EVSE-028,2026-02-17T17:40:54.990823Z,2026-02-17T18:40:54.990823Z,TOU
run_20260217_222909-0335,user-010,EVSE-015,2026-02-17T21:49:59.022402Z,2026-02-17T22:49:59.022402Z,TOU
run_20260217_222909-0336,user-006,EVSE-019,2026-02-17T20:14:22.358836Z,2026-02-17T20:34:22.358836Z,TOU
run_20260217_222909-0337,user-002,EVSE-034,2026-02-17T16:39:37.800475Z,2026-02-17T17:39:37.800475Z,TOU
run_20260217_222909-0338,user-003,EVSE-043,2026-02-17T22:32:26.491717Z,2026-02-17T23:02:26.491717Z,TOU
run_20260217_222909-0339,user-002,EVSE-034,2026-02-17T23:31:31.632812Z,2026-02-18T00:31:31.632812Z,TOU
run_20260217_222909-0340,user-008,EVSE-004,2026-02-17T14:32:30.255740Z,2026-02-17T15:02:30.255740Z,TOU
run_20260217_222909-0341,user-007,EVSE-009,2026-02-17T02:36:49.259763Z,2026-02-17T02:56:49.259763Z,TOU
run_20260217_222909-0342,user-007,EVSE-034,2026-02-17T11:29:09.978272Z,2026-02-17T12:44:09.978272Z,TOU
run_20260217_222909-0343,user-007,EVSE-021,2026-02-17T00:05:12.746860Z,2026-02-17T00:35:12.746860Z,TOU
run_20260217_222909-0344,user-003,EVSE-009,2026-02-17T06:32:00.328326Z,2026-02-17T07:12:00.328326Z,TOU
run_20260217_222909-0345,user-010,EVSE-001,2026-02-17T09:10:35.821924Z,2026-02-17T10:25:35.821924Z,TOU
run_20260217_222909-0346,user-007,EVSE-030,2026-02-17T18:38:31.316050Z,2026-02-17T19:08:31.316050Z,TOU
run_20260217_222909-0347,user-007,EVSE-048,2026-02-17T14:15:59.511224Z,2026-02-17T14:35:59.511224Z,TOU
run_20260217_222909-0348,user-009,EVSE-016,2026-02-17T11:22:40.082061Z,2026-02-17T11:42:40.082061Z,TOU
run_20260217_222909-0349,user-007,EVSE-029,2026-02-17T00:22:17.032384Z,2026-02-17T00:42:17.032384Z,TOU
run_20260217_222909-0350,user-005,EVSE-033,2026-02-17T05:24:54.306117Z,2026-02-17T06:04:54.306117Z,TOU
run_20260217_222909-0351,user-010,EVSE-046,2026-02-17T01:28:30.411655Z,2026-02-17T02:43:30.411655Z,TOU
run_20260217_222909-0352,user-006,EVSE-046,2026-02-17T21:56:09.514595Z,2026-02-17T22:56:09.514595Z,TOU
run_20260217_222909-0353,user-005,EVSE-038,2026-02-17T16:33:17.618410Z,2026-02-17T17:33:17.618410Z,TOU
run_20260217_222909-0354,user-008,EVSE-036,2026-02-17T14:08:22.922003Z,2026-02-17T14:28:22.922003Z,TOU
run_20260217_222909-0355,user-004,EVSE-006,2026-02-17T22:48:33.415685Z,2026-02-17T23:18:33.415685Z,TOU
run_20260217_222909-0356,user-007,EVSE-048,2026-02-17T00:08:01.280393Z,2026-02-17T00:38:01.280393Z,TOU
run_20260217_222909-0357,user-001,EVSE-018,2026-02-17T21:44:53.888732Z,2026-02-17T22:24:53.888732Z,TOU
run_20260217_222909-0358,user-007,EVSE-039,2026-02-17T11:23:30.567520Z,2026-02-17T11:53:30.567520Z,TOU
run_20260217_222909-0359,user-005,EVSE-012,2026-02-17T13:44:02.568521Z,2026-02-17T14:24:02.568521Z,TOU
run_20260217_222909-0360,user-004,EVSE-027,2026-02-17T06:58:38.077368Z,2026-02-17T07:28:38.077368Z,TOU
run_20260217_222909-0361,user-006,EVSE-050,2026-02-17T15:35:30.236160Z,2026-02-17T16:05:30.236160Z,TOU
run_20260217_222909-0362,user-006,EVSE-004,2026-02-17T15:47:26.359036Z,2026-02-17T17:02:26.359036Z,TOU
run_20260217_222909-0363,user-005,EVSE-002,2026-02-17T10:25:28.955818Z,2026-02-17T11:05:28.955818Z,TOU
run_20260217_222909-0364,user-007,EVSE-046,2026-02-17T08:56:49.462766Z,2026-02-17T09:26:49.462766Z,TOU
run_20260217_222909-0365,user-007,EVSE-050,2026-02-17T21:54:00.671377Z,2026-02-17T22:24:00.671377Z,TOU
run_20260217_222909-0366,user-002,EVSE-034,2026-02-17T13:19:57.918366Z,2026-02-17T13:39:57.918366Z,TOU
run_20260217_222909-0367,user-006,EVSE-046,2026-02-17T20:32:39.307857Z,2026-02-17T20:52:39.307857Z,TOU
run_20260217_222909-0368,user-002,EVSE-007,2026-02-17T23:53:04.907298Z,2026-02-18T00:13:04.907298Z,TOU
run_20260217_222909-0369,user-005,EVSE-018,2026-02-17T23:26:37.705436Z,2026-02-18T00:06:37.705436Z,TOU
run_20260217_222909-0370,user-010,EVSE-019,2026-02-17T10:33:08.334029Z,2026-02-17T10:53:08.334029Z,TOU
run_20260217_222909-0371,user-003,EVSE-022,2026-02-17T22:16:24.615927Z,2026-02-17T23:31:24.615927Z,TOU
run_20260217_222909-0372,user-009,EVSE-024,2026-02-17T22:05:53.659518Z,2026-02-17T23:05:53.659518Z,TOU
run_20260217_222909-0373,user-006,EVSE-033,2026-02-17T05:03:09.519772Z,2026-02-17T05:43:09.519772Z,TOU
run_20260217_222909-0374,user-002,EVSE-036,2026-02-17T16:09:44.855475Z,2026-02-17T16:29:44.855475Z,TOU
run_20260217_222909-0375,user-008,EVSE-005,2026-02-17T14:46:18.257962Z,2026-02-17T15:26:18.257962Z,TOU
run_20260217_222909-0376,user-010,EVSE-020,2026-02-17T03:54:04.956051Z,2026-02-17T04:14:04.956051Z,TOU
run_20260217_222909-0377,user-002,EVSE-020,2026-02-17T09:37:30.406710Z,2026-02-17T10:52:30.406710Z,TOU
run_20260217_222909-0378,user-005,EVSE-023,2026-02-17T01:56:21.459811Z,2026-02-17T02:56:21.459811Z,TOU
run_20260217_222909-0379,user-005,EVSE-043,2026-02-17T03:12:25.279378Z,2026-02-17T03:42:25.279378Z,TOU
run_20260217_222909-0380,user-003,EVSE-042,2026-02-17T19:27:57.201190Z,2026-02-17T20:27:57.201190Z,TOU
run_20260217_222909-0381,user-008,EVSE-003,2026-02-17T02:32:14.474666Z,2026-02-17T03:47:14.474666Z,TOU
run_20260217_222909-0382,user-010,EVSE-034,2026-02-17T12:23:05.633387Z,2026-02-17T13:03:05.633387Z,TOU
run_20260217_222909-0383,user-010,EVSE-047,2026-02-17T21:51:38.235297Z,2026-02-17T22:51:38.235297Z,TOU
run_20260217_222909-0384,user-006,EVSE-037,2026-02-17T00:55:45.775466Z,2026-02-17T01:35:45.775466Z,TOU
run_20260217_222909-0385,user-005,EVSE-045,2026-02-17T04:34:11.404636Z,2026-02-17T05:49:11.404636Z,TOU
run_20260217_222909-0386,user-003,EVSE-032,2026-02-17T04:47:54.258646Z,2026-02-17T05:07:54.258646Z,TOU
run_20260217_222909-0387,user-007,EVSE-049,2026-02-17T05:29:40.223018Z,2026-02-17T05:59:40.223018Z,TOU
run_20260217_222909-0388,user-001,EVSE-044,2026-02-17T19:57:39.325721Z,2026-02-17T20:57:39.325721Z,TOU
run_20260217_222909-0389,user-009,EVSE-042,2026-02-17T07:35:39.486737Z,2026-02-17T07:55:39.486737Z,TOU
run_20260217_222909-0390,user-006,EVSE-047,2026-02-17T17:29:43.823476Z,2026-02-17T17:49:43.823476Z,TOU
run_20260217_222909-0391,user-004,EVSE-029,2026-02-17T11:30:16.119373Z,2026-02-17T12:00:16.119373Z,TOU
run_20260217_222909-0392,user-005,EVSE-014,2026-02-17T17:56:16.176343Z,2026-02-17T18:16:16.176343Z,TOU
run_20260217_222909-0393,user-002,EVSE-037,2026-02-17T06:59:22.310856Z,2026-02-17T07:19:22.310856Z,TOU
run_20260217_222909-0394,user-003,EVSE-045,2026-02-17T02:28:45.459137Z,2026-02-17T02:58:45.459137Z,TOU
run_20260217_222909-0395,user-006,EVSE-017,2026-02-17T17:48:26.118160Z,2026-02-17T18:08:26.118160Z,TOU
run_20260217_222909-0396,user-002,EVSE-007,2026-02-17T12:10:55.237655Z,2026-02-17T12:40:55.237655Z,TOU
run_20260217_222909-0397,user-005,EVSE-010,2026-02-17T21:30:15.993182Z,2026-02-17T21:50:15.993182Z,TOU
run_20260217_222909-0398,user-001,EVSE-025,2026-02-17T01:35:37.982287Z,2026-02-17T02:35:37.982287Z,TOU
run_20260217_222909-0399,user-008,EVSE-043,2026-02-17T21:04:28.004615Z,2026-02-17T22:19:28.004615Z,TOU
run_20260217_222909-0400,user-007,EVSE-005,2026-02-17T02:28:05.795706Z,2026-02-17T03:08:05.795706Z,TOU
run_20260217_222909-0401,user-005,EVSE-005,2026-02-17T11:59:27.289309Z,2026-02-17T12:59:27.289309Z,TOU
run_20260217_222909-0402,user-003,EVSE-001,2026-02-17T12:14:59.496769Z,2026-02-17T12:34:59.496769Z,TOU
run_20260217_222909-0403,user-001,EVSE-008,2026-02-17T02:16:17.172906Z,2026-02-17T02:36:17.172906Z,TOU
run_20260217_222909-0404,user-010,EVSE-035,2026-02-17T18:41:22.533905Z,2026-02-17T19:11:22.533905Z,TOU
run_20260217_222909-0405,user-004,EVSE-012,2026-02-17T05:38:30.710963Z,2026-02-17T06:53:30.710963Z,TOU
run_20260217_222909-0406,user-010,EVSE-006,2026-02-17T02:41:50.531734Z,2026-02-17T03:41:50.531734Z,TOU
run_20260217_222909-0407,user-005,EVSE-024,2026-02-17T15:38:05.451824Z,2026-02-17T15:58:05.451824Z,TOU
run_20260217_222909-0408,user-009,EVSE-028,2026-02-17T11:48:08.478629Z,2026-02-17T12:48:08.478629Z,TOU
run_20260217_222909-0409,user-010,EVSE-021,2026-02-17T04:39:34.722518Z,2026-02-17T05:39:34.722518Z,TOU
run_20260217_222909-0410,user-002,EVSE-031,2026-02-17T16:09:22.175785Z,2026-02-17T16:29:22.175785Z,TOU
run_20260217_222909-0411,user-001,EVSE-018,2026-02-17T02:36:41.763888Z,2026-02-17T03:06:41.763888Z,TOU
run_20260217_222909-0412,user-003,EVSE-027,2026-02-17T23:12:47.026947Z,2026-02-18T00:27:47.026947Z,TOU
run_20260217_222909-0413,user-008,EVSE-028,2026-02-17T03:17:26.001809Z,2026-02-17T03:47:26.001809Z,TOU
run_20260217_222909-0414,user-010,EVSE-023,2026-02-17T01:16:23.796563Z,2026-02-17T02:31:23.796563Z,TOU
run_20260217_222909-0415,user-002,EVSE-024,2026-02-17T23:36:03.633791Z,2026-02-18T00:16:03.633791Z,TOU
run_20260217_222909-0416,user-001,EVSE-018,2026-02-17T03:20:02.938954Z,2026-02-17T03:40:02.938954Z,TOU
run_20260217_222909-0417,user-010,EVSE-004,2026-02-17T10:57:53.606803Z,2026-02-17T11:27:53.606803Z,TOU
run_20260217_222909-0418,user-006,EVSE-050,2026-02-17T12:48:53.511588Z,2026-02-17T13:08:53.511588Z,TOU
run_20260217_222909-0419,user-006,EVSE-014,2026-02-17T18:15:22.134257Z,2026-02-17T18:35:22.134257Z,TOU
run_20260217_222909-0420,user-004,EVSE-044,2026-02-17T16:17:31.926257Z,2026-02-17T16:57:31.926257Z,TOU
run_20260217_222909-0421,user-005,EVSE-019,2026-02-17T13:08:09.067741Z,2026-02-17T13:48:09.067741Z,TOU
run_20260217_222909-0422,user-002,EVSE-009,2026-02-17T21:21:30.870861Z,2026-02-17T22:01:30.870861Z,TOU
run_20260217_222909-0423,user-007,EVSE-034,2026-02-17T13:19:50.491502Z,2026-02-17T13:39:50.491502Z,TOU
run_20260217_222909-0424,user-007,EVSE-017,2026-02-17T10:05:39.922079Z,2026-02-17T10:45:39.922079Z,TOU
run_20260217_222909-0425,user-006,EVSE-046,2026-02-17T00:41:09.442220Z,2026-02-17T01:01:09.442220Z,TOU
run_20260217_222909-0426,user-003,EVSE-036,2026-02-17T00:37:34.993889Z,2026-02-17T01:07:34.993889Z,TOU
run_20260217_222909-0427,user-006,EVSE-050,2026-02-17T00:30:38.850553Z,2026-02-17T01:00:38.850553Z,TOU
run_20260217_222909-0428,user-008,EVSE-049,2026-02-17T01:42:57.104567Z,2026-02-17T02:12:57.104567Z,TOU
run_20260217_222909-0429,user-010,EVSE-038,2026-02-17T07:58:40.900002Z,2026-02-17T09:13:40.900002Z,TOU
run_20260217_222909-0430,user-005,EVSE-026,2026-02-17T19:17:10.165815Z,2026-02-17T19:37:10.165815Z,TOU
run_20260217_222909-0431,user-006,EVSE-047,2026-02-17T09:30:25.950033Z,2026-02-17T10:45:25.950033Z,TOU
run_20260217_222909-0432,user-007,EVSE-018,2026-02-17T06:29:48.483462Z,2026-02-17T07:29:48.483462Z,TOU
run_20260217_222909-0433,user-009,EVSE-041,2026-02-17T12:53:32.835060Z,2026-02-17T14:08:32.835060Z,TOU
run_20260217_222909-0434,user-005,EVSE-008,2026-02-17T13:58:17.654885Z,2026-02-17T14:58:17.654885Z,TOU
run_20260217_222909-0435,user-010,EVSE-023,2026-02-17T23:33:44.105043Z,2026-02-18T00:13:44.105043Z,TOU
run_20260217_222909-0436,user-005,EVSE-011,2026-02-17T11:16:21.494697Z,2026-02-17T11:36:21.494697Z,TOU
run_20260217_222909-0437,user-006,EVSE-032,2026-02-17T04:08:22.579493Z,2026-02-17T04:48:22.579493Z,TOU
run_20260217_222909-0438,user-003,EVSE-035,2026-02-17T21:31:31.097062Z,2026-02-17T22:01:31.097062Z,TOU
run_20260217_222909-0439,user-002,EVSE-024,2026-02-17T13:58:01.283359Z,2026-02-17T14:18:01.283359Z,TOU
run_20260217_222909-0440,user-008,EVSE-049,2026-02-17T02:37:47.640303Z,2026-02-17T03:52:47.640303Z,TOU
run_20260217_222909-0441,user-004,EVSE-018,2026-02-17T21:23:44.578207Z,2026-02-17T22:38:44.578207Z,TOU
run_20260217_222909-0442,user-006,EVSE-045,2026-02-17T15:31:49.637171Z,2026-02-17T16:46:49.637171Z,TOU
