session_id,evse_id,start_ts,end_ts,tariff_model
run_20260217_220238-0237,EVSE-017,2026-02-17T07:38:06.535258Z,2026-02-17T08:08:06.535258Z,TOU
run_20260217_220238-0238,EVSE-027,2026-02-17T07:27:03.313550Z,2026-02-17T08:07:03.313550Z,TOU
run_20260217_220238-0239,EVSE-017,2026-02-17T03:13:55.974038Z,2026-02-17T03:33:55.974038Z,TOU
run_20260217_220238-0240,EVSE-001,2026-02-17T01:21:04.370760Z,2026-02-17T02:01:04.370760Z,TOU
run_20260217_220238-0241,EVSE-017,2026-02-17T08:05:12.488902Z,2026-02-17T08:45:12.488902Z,TOU
run_20260217_220238-0242,EVSE-047,2026-02-17T01:07:50.974243Z,2026-02-17T01:47:50.974243Z,TOU
run_20260217_220238-0243,EVSE-044,2026-02-17T12:02:46.987626Z,2026-02-17T12:42:46.987626Z,TOU
run_20260217_220238-0244,EVSE-036,2026-02-17T05:08:44.894422Z,2026-02-17T05:48:44.894422Z,TOU
run_20260217_220238-0245,EVSE-008,2026-02-17T19:35:22.893954Z,2026-02-17T20:15:22.893954Z,TOU
run_20260217_220238-0246,EVSE-046,2026-02-17T03:11:23.612859Z,2026-02-17T04:26:23.612859Z,TOU
run_20260217_220238-0247,EVSE-049,2026-02-17T22:02:37.889257Z,2026-02-17T22:42:37.889257Z,TOU
run_20260217_220238-0248,EVSE-047,2026-02-17T20:52:39.325266Z,2026-02-17T21:52:39.325266Z,TOU
run_20260217_220238-0249,EVSE-039,2026-02-17T07:20:19.461844Z,2026-02-17T08:00:19.461844Z,TOU
run_20260217_220238-0250,EVSE-002,2026-02-17T13:34:31.324125Z,2026-02-17T14:04:31.324125Z,TOU
run_20260217_220238-0251,EVSE-041,2026-02-17T06:31:52.613249Z,2026-02-17T07:01:52.613249Z,TOU
run_20260217_220238-0252,EVSE-045,2026-02-17T11:08:59.031286Z,2026-02-17T11:28:59.031286Z,TOU
run_20260217_220238-0253,EVSE-001,2026-02-17T13:19:11.245435Z,2026-02-17T13:39:11.245435Z,TOU
run_20260217_220238-0254,EVSE-027,2026-02-17T08:06:12.180626Z,2026-02-17T09:21:12.180626Z,TOU
run_20260217_220238-0255,EVSE-017,2026-02-17T23:02:15.346861Z,2026-02-18T00:02:15.346861Z,TOU
run_20260217_220238-0256,EVSE-007,2026-02-17T13:01:16.693318Z,2026-02-17T13:41:16.693318Z,TOU
run_20260217_220238-0257,EVSE-040,2026-02-17T02:36:58.770203Z,2026-02-17T02:56:58.770203Z,TOU
run_20260217_220238-0258,EVSE-011,2026-02-17T06:23:22.929523Z,2026-02-17T07:03:22.929523Z,TOU
run_20260217_220238-0259,EVSE-029,2026-02-17T07:16:30.922928Z,2026-02-17T07:36:30.922928Z,TOU
run_20260217_220238-0260,EVSE-003,2026-02-17T14:52:09.532684Z,2026-02-17T15:32:09.532684Z,TOU
run_20260217_220238-0261,EVSE-015,2026-02-17T08:15:50.283649Z,2026-02-17T08:35:50.283649Z,TOU
run_20260217_220238-0262,EVSE-036,2026-02-17T07:54:25.447450Z,2026-02-17T08:34:25.447450Z,TOU
run_20260217_220238-0263,EVSE-011,2026-02-17T09:16:24.229425Z,2026-02-17T09:36:24.229425Z,TOU
run_20260217_220238-0264,EVSE-030,2026-02-17T12:11:01.616157Z,2026-02-17T12:41:01.616157Z,TOU
run_20260217_220238-0265,EVSE-007,2026-02-17T10:13:49.781997Z,2026-02-17T10:33:49.781997Z,TOU
run_20260217_220238-0266,EVSE-024,2026-02-17T23:07:24.121040Z,2026-02-18T00:22:24.121040Z,TOU
run_20260217_220238-0267,EVSE-003,2026-02-17T21:14:48.381838Z,2026-02-17T21:44:48.381838Z,TOU
run_20260217_220238-0268,EVSE-008,2026-02-17T12:09:54.726916Z,2026-02-17T13:09:54.726916Z,TOU
run_20260217_220238-0269,EVSE-039,2026-02-17T13:10:16.402823Z,2026-02-17T14:25:16.402823Z,TOU
run_20260217_220238-0270,EVSE-045,2026-02-17T16:15:32.698965Z,2026-02-17T17:15:32.698965Z,TOU
run_20260217_220238-0271,EVSE-046,2026-02-17T16:26:58.107304Z,2026-02-17T17:41:58.107304Z,TOU
run_20260217_220238-0272,EVSE-014,2026-02-17T06:02:04.142300Z,2026-02-17T07:17:04.142300Z,TOU
run_20260217_220238-0273,EVSE-027,2026-02-17T23:12:28.728488Z,2026-02-18T00:12:28.728488Z,TOU
run_20260217_220238-0274,EVSE-046,2026-02-17T00:33:48.916814Z,2026-02-17T01:13:48.916814Z,TOU
run_20260217_220238-0275,EVSE-046,2026-02-17T05:51:38.694270Z,2026-02-17T07:06:38.694270Z,TOU
run_20260217_220238-0276,EVSE-021,2026-02-17T23:01:29.133083Z,2026-02-17T23:41:29.133083Z,TOU
run_20260217_220238-0277,EVSE-042,2026-02-17T01:00:56.261197Z,2026-02-17T02:15:56.261197Z,TOU
run_20260217_220238-0278,EVSE-050,2026-02-17T07:55:43.716365Z,2026-02-17T08:55:43.716365Z,TOU
run_20260217_220238-0279,EVSE-044,2026-02-17T04:42:56.633879Z,2026-02-17T05:42:56.633879Z,TOU
run_20260217_220238-0280,EVSE-029,2026-02-17T21:29:20.723687Z,2026-02-17T22:44:20.723687Z,TOU
run_20260217_220238-0281,EVSE-049,2026-02-17T13:35:26.637007Z,2026-02-17T13:55:26.637007Z,TOU
run_20260217_220238-0282,EVSE-006,2026-02-17T22:53:27.343833Z,2026-02-17T23:13:27.343833Z,TOU
run_20260217_220238-0283,EVSE-047,2026-02-17T01:44:33.907990Z,2026-02-17T02:44:33.907990Z,TOU
run_20260217_220238-0284,EVSE-026,2026-02-17T01:00:21.361517Z,2026-02-17T01:20:21.361517Z,TOU
run_20260217_220238-0285,EVSE-017,2026-02-17T01:15:20.980771Z,2026-02-17T01:55:20.980771Z,TOU
run_20260217_220238-0286,EVSE-040,2026-02-17T19:37:50.670116Z,2026-02-17T20:52:50.670116Z,TOU
run_20260217_220238-0287,EVSE-018,2026-02-17T19:20:21.723629Z,2026-02-17T20:20:21.723629Z,TOU
run_20260217_220238-0288,EVSE-009,2026-02-17T20:45:35.976082Z,2026-02-17T21:25:35.976082Z,TOU
run_20260217_220238-0289,EVSE-038,2026-02-17T19:16:08.281305Z,2026-02-17T19:36:08.281305Z,TOU
run_20260217_220238-0290,EVSE-015,2026-02-17T05:31:21.097976Z,2026-02-17T06:01:21.097976Z,TOU
run_20260217_220238-0291,EVSE-011,2026-02-17T09:49:58.494787Z,2026-02-17T10:29:58.494787Z,TOU
run_20260217_220238-0292,EVSE-003,2026-02-17T20:36:51.972154Z,2026-02-17T21:06:51.972154Z,TOU
run_20260217_220238-0293,EVSE-024,2026-02-17T12:16:47.718381Z,2026-02-17T12:36:47.718381Z,TOU
run_20260217_220238-0294,EVSE-018,2026-02-17T01:57:13.272036Z,2026-02-17T02:17:13.272036Z,TOU
run_20260217_220238-0295,EVSE-011,2026-02-17T17:39:49.491605Z,2026-02-17T18:54:49.491605Z,TOU
run_20260217_220238-0296,EVSE-044,2026-02-17T11:38:03.634000Z,2026-02-17T12:18:03.634000Z,TOU
run_20260217_220238-0297,EVSE-003,2026-02-17T18:55:35.178629Z,2026-02-17T19:25:35.178629Z,TOU
run_20260217_220238-0298,EVSE-047,2026-02-17T20:27:30.855353Z,2026-02-17T20:57:30.855353Z,TOU
run_20260217_220238-0299,EVSE-027,2026-02-17T17:10:49.520279Z,2026-02-17T17:30:49.520279Z,TOU
run_20260217_220238-0300,EVSE-015,2026-02-17T04:54:45.171529Z,2026-02-17T05:24:45.171529Z,TOU
run_20260217_220238-0301,EVSE-039,2026-02-17T20:48:36.779653Z,2026-02-17T21:08:36.779653Z,TOU
run_20260217_220238-0302,EVSE-034,2026-02-17T12:33:44.902374Z,2026-02-17T13:48:44.902374Z,TOU
run_20260217_220238-0303,EVSE-017,2026-02-17T01:27:40.371350Z,2026-02-17T02:27:40.371350Z,TOU
run_20260217_220238-0304,EVSE-021,2026-02-17T06:57:49.540465Z,2026-02-17T07:17:49.540465Z,TOU
run_20260217_220238-0305,EVSE-031,2026-02-17T21:25:31.210099Z,2026-02-17T22:25:31.210099Z,TOU
run_20260217_220238-0306,EVSE-033,2026-02-17T16:37:25.173311Z,2026-02-17T17:17:25.173311Z,TOU
run_20260217_220238-0307,EVSE-034,2026-02-17T15:51:38.970079Z,2026-02-17T17:06:38.970079Z,TOU
run_20260217_220238-0308,EVSE-034,2026-02-17T00:51:31.023361Z,2026-02-17T01:11:31.023361Z,TOU
run_20260217_220238-0309,EVSE-005,2026-02-17T23:10:36.152039Z,2026-02-18T00:25:36.152039Z,TOU
run_20260217_220238-0310,EVSE-037,2026-02-17T10:47:35.194734Z,2026-02-17T12:02:35.194734Z,TOU
run_20260217_220238-0311,EVSE-045,2026-02-17T13:21:24.789455Z,2026-02-17T14:21:24.789455Z,TOU
run_20260217_220238-0312,EVSE-012,2026-02-17T16:24:20.868036Z,2026-02-17T17:04:20.868036Z,TOU
run_20260217_220238-0313,EVSE-006,2026-02-17T15:29:54.323175Z,2026-02-17T16:44:54.323175Z,TOU
run_20260217_220238-0314,EVSE-028,2026-02-17T08:03:40.159633Z,2026-02-17T09:18:40.159633Z,TOU
run_20260217_220238-0315,EVSE-016,2026-02-17T11:00:17.649501Z,2026-02-17T12:15:17.649501Z,TOU
run_20260217_220238-0316,EVSE-037,2026-02-17T00:58:43.283006Z,2026-02-17T01:38:43.283006Z,TOU
run_20260217_220238-0317,EVSE-009,2026-02-17T04:26:33.926618Z,2026-02-17T05:06:33.926618Z,TOU
run_20260217_220238-0318,EVSE-017,2026-02-17T03:35:52.711310Z,2026-02-17T04:50:52.711310Z,TOU
run_20260217_220238-0319,EVSE-032,2026-02-17T14:06:03.857825Z,2026-02-17T14:46:03.857825Z,TOU
run_20260217_220238-0320,EVSE-041,2026-02-17T13:15:25.237884Z,2026-02-17T13:35:25.237884Z,TOU
run_20260217_220238-0321,EVSE-029,2026-02-17T15:53:09.650016Z,2026-02-17T17:08:09.650016Z,TOU
run_20260217_220238-0322,EVSE-006,2026-02-17T19:34:12.232397Z,2026-02-17T19:54:12.232397Z,TOU
run_20260217_220238-0323,EVSE-034,2026-02-17T14:27:15.261603Z,2026-02-17T14:47:15.261603Z,TOU
run_20260217_220238-0324,EVSE-011,2026-02-17T21:59:07.096200Z,2026-02-17T22:39:07.096200Z,TOU
run_20260217_220238-0325,EVSE-030,2026-02-17T08:03:29.354710Z,2026-02-17T08:43:29.354710Z,TOU
run_20260217_220238-0326,EVSE-032,2026-02-17T08:43:22.461813Z,2026-02-17T09:58:22.461813Z,TOU
run_20260217_220238-0327,EVSE-013,2026-02-17T12:32:01.405113Z,2026-02-17T12:52:01.405113Z,TOU
run_20260217_220238-0328,EVSE-048,2026-02-17T10:31:48.103414Z,2026-02-17T11:31:48.103414Z,TOU
run_20260217_220238-0329,EVSE-013,2026-02-17T17:31:53.777052Z,2026-02-17T18:01:53.777052Z,TOU
run_20260217_220238-0330,EVSE-022,2026-02-17T20:19:54.300038Z,2026-02-17T21:34:54.300038Z,TOU
run_20260217_220238-0331,EVSE-025,2026-02-17T05:58:10.788148Z,2026-02-17T06:28:10.788148Z,TOU
run_20260217_220238-0332,EVSE-034,2026-02-17T21:03:22.521546Z,2026-02-17T21:33:22.521546Z,TOU
run_20260217_220238-0333,EVSE-008,2026-02-17T18:58:50.167790Z,2026-02-17T19:58:50.167790Z,TOU
run_20260217_220238-0334,EVSE-003,2026-02-17T13:33:48.433391Z,2026-02-17T13:53:48.433391Z,TOU
run_20260217_220238-0335,EVSE-049,2026-02-17T07:24:19.077782Z,2026-02-17T08:39:19.077782Z,TOU
run_20260217_220238-0336,EVSE-019,2026-02-17T02:34:48.829798Z,2026-02-17T03:04:48.829798Z,TOU
run_20260217_220238-0337,EVSE-047,2026-02-17T12:13:16.051561Z,2026-02-17T13:28:16.051561Z,TOU
run_20260217_220238-0338,EVSE-040,2026-02-17T23:32:02.604391Z,2026-02-18T00:12:02.604391Z,TOU
run_20260217_220238-0339,EVSE-003,2026-02-17T14:08:52.888801Z,2026-02-17T14:48:52.888801Z,TOU
run_20260217_220238-0340,EVSE-024,2026-02-17T03:54:43.720901Z,2026-02-17T04:54:43.720901Z,TOU
run_20260217_220238-0341,EVSE-013,2026-02-17T01:27:55.730695Z,2026-02-17T02:27:55.730695Z,TOU
run_20260217_220238-0342,EVSE-043,2026-02-17T18:00:46.874290Z,2026-02-17T18:30:46.874290Z,TOU
run_20260217_220238-0343,EVSE-021,2026-02-17T21:29:05.552924Z,2026-02-17T21:59:05.552924Z,TOU
run_20260217_220238-0344,EVSE-017,2026-02-17T00:03:32.132855Z,2026-02-17T00:43:32.132855Z,TOU
run_20260217_220238-0345,EVSE-018,2026-02-17T13:07:32.339828Z,2026-02-17T14:07:32.339828Z,TOU
run_20260217_220238-0346,EVSE-045,2026-02-17T11:42:46.143407Z,2026-02-17T12:57:46.143407Z,TOU
run_20260217_220238-0347,EVSE-050,2026-02-17T04:18:53.881118Z,2026-02-17T04:38:53.881118Z,TOU
run_20260217_220238-0348,EVSE-025,2026-02-17T05:28:54.110083Z,2026-02-17T06:08:54.110083Z,TOU
run_20260217_220238-0349,EVSE-037,2026-02-17T11:23:53.278429Z,2026-02-17T12:03:53.278429Z,TOU
run_20260217_220238-0350,EVSE-045,2026-02-17T18:39:11.801728Z,2026-02-17T19:19:11.801728Z,TOU
run_20260217_220238-0351,EVSE-021,2026-02-17T20:44:47.166014Z,2026-02-17T21:59:47.166014Z,TOU
run_20260217_220238-0352,EVSE-024,2026-02-17T08:15:12.588285Z,2026-02-17T08:55:12.588285Z,TOU
run_20260217_220238-0353,EVSE-019,2026-02-17T06:29:58.744549Z,2026-02-17T06:49:58.744549Z,TOU
run_20260217_220238-0354,EVSE-014,2026-02-17T07:19:56.092555Z,2026-02-17T07:39:56.092555Z,TOU
run_20260217_220238-0355,EVSE-043,2026-02-17T05:58:29.315148Z,2026-02-17T07:13:29.315148Z,TOU
run_20260217_220238-0356,EVSE-033,2026-02-17T08:08:27.327744Z,2026-02-17T08:28:27.327744Z,TOU
run_20260217_220238-0357,EVSE-034,2026-02-17T21:35:34.239297Z,2026-02-17T22:15:34.239297Z,TOU
run_20260217_220238-0358,EVSE-004,2026-02-17T12:13:29.802150Z,2026-02-17T12:43:29.802150Z,TOU
run_20260217_220238-0359,EVSE-009,2026-02-17T02:53:42.283510Z,2026-02-17T03:13:42.283510Z,TOU
run_20260217_220238-0360,EVSE-034,2026-02-17T14:48:37.304672Z,2026-02-17T16:03:37.304672Z,TOU
run_20260217_220238-0361,EVSE-021,2026-02-17T13:39:42.444637Z,2026-02-17T14:09:42.444637Z,TOU
run_20260217_220238-0362,EVSE-041,2026-02-17T20:29:26.827416Z,2026-02-17T20:49:26.827416Z,TOU
run_20260217_220238-0363,EVSE-039,2026-02-17T17:24:44.011376Z,2026-02-17T17:54:44.011376Z,TOU
run_20260217_220238-0364,EVSE-009,2026-02-17T07:29:10.550721Z,2026-02-17T08:09:10.550721Z,TOU
run_20260217_220238-0365,EVSE-016,2026-02-17T18:33:10.007609Z,2026-02-17T19:33:10.007609Z,TOU
run_20260217_220238-0366,EVSE-003,2026-02-17T05:21:15.048267Z,2026-02-17T06:36:15.048267Z,TOU
run_20260217_220238-0367,EVSE-030,2026-02-17T11:35:46.654581Z,2026-02-17T11:55:46.654581Z,TOU
run_20260217_220238-0368,EVSE-047,2026-02-17T16:55:02.135731Z,2026-02-17T17:15:02.135731Z,TOU
run_20260217_220238-0369,EVSE-006,2026-02-17T19:40:07.751741Z,2026-02-17T20:55:07.751741Z,TOU
run_20260217_220238-0370,EVSE-022,2026-02-17T13:11:51.976683Z,2026-02-17T13:51:51.976683Z,TOU
run_20260217_220238-0371,EVSE-029,2026-02-17T08:09:16.578572Z,2026-02-17T08:39:16.578572Z,TOU
run_20260217_220238-0372,EVSE-039,2026-02-17T19:38:47.863322Z,2026-02-17T20:08:47.863322Z,TOU
run_20260217_220238-0373,EVSE-020,2026-02-17T18:16:27.310213Z,2026-02-17T19:31:27.310213Z,TOU
run_20260217_220238-0374,EVSE-045,2026-02-17T21:52:42.488062Z,2026-02-17T22:12:42.488062Z,TOU
run_20260217_220238-0375,EVSE-005,2026-02-17T05:05:16.625128Z,2026-02-17T05:35:16.625128Z,TOU
run_20260217_220238-0376,EVSE-027,2026-02-17T03:44:38.047961Z,2026-02-17T04:04:38.047961Z,TOU
run_20260217_220238-0377,EVSE-009,2026-02-17T07:17:00.331429Z,2026-02-17T08:32:00.331429Z,TOU
run_20260217_220238-0378,EVSE-003,2026-02-17T12:04:11.305641Z,2026-02-17T13:04:11.305641Z,TOU
run_20260217_220238-0379,EVSE-050,2026-02-17T10:32:00.100375Z,2026-02-17T11:02:00.100375Z,TOU
run_20260217_220238-0380,EVSE-003,2026-02-17T07:31:23.787861Z,2026-02-17T08:11:23.787861Z,TOU
run_20260217_220238-0381,EVSE-023,2026-02-17T12:25:38.786802Z,2026-02-17T13:25:38.786802Z,TOU
run_20260217_220238-0382,EVSE-025,2026-02-17T20:24:00.056110Z,2026-02-17T20:44:00.056110Z,TOU
run_20260217_220238-0383,EVSE-034,2026-02-17T21:10:44.623262Z,2026-02-17T21:50:44.623262Z,TOU
run_20260217_220238-0384,EVSE-033,2026-02-17T21:17:23.218076Z,2026-02-17T21:37:23.218076Z,TOU
run_20260217_220238-0385,EVSE-008,2026-02-17T15:49:13.985874Z,2026-02-17T16:49:13.985874Z,TOU
run_20260217_220238-0386,EVSE-008,2026-02-17T01:36:26.053477Z,2026-02-17T02:51:26.053477Z,TOU
run_20260217_220238-0387,EVSE-007,2026-02-17T09:01:57.555225Z,2026-02-17T10:16:57.555225Z,TOU
run_20260217_220238-0388,EVSE-049,2026-02-17T21:54:59.268248Z,2026-02-17T22:54:59.268248Z,TOU
run_20260217_220238-0389,EVSE-021,2026-02-17T20:49:12.887776Z,2026-02-17T21:49:12.887776Z,TOU
run_20260217_220238-0390,EVSE-035,2026-02-17T23:15:25.178977Z,2026-02-18T00:15:25.178977Z,TOU
run_20260217_220238-0391,EVSE-028,2026-02-17T09:48:37.693339Z,2026-02-17T10:18:37.693339Z,TOU
run_20260217_220238-0392,EVSE-021,2026-02-17T13:32:05.439627Z,2026-02-17T14:12:05.439627Z,TOU
run_20260217_220238-0393,EVSE-032,2026-02-17T04:15:17.208280Z,2026-02-17T04:45:17.208280Z,TOU
run_20260217_220238-0394,EVSE-035,2026-02-17T22:30:27.936057Z,2026-02-17T23:00:27.936057Z,TOU
run_20260217_220238-0395,EVSE-033,2026-02-17T09:12:34.564834Z,2026-02-17T10:12:34.564834Z,TOU
run_20260217_220238-0396,EVSE-016,2026-02-17T20:55:19.187774Z,2026-02-17T21:35:19.187774Z,TOU
run_20260217_220238-0397,EVSE-027,2026-02-17T09:49:09.841236Z,2026-02-17T10:29:09.841236Z,TOU
run_20260217_220238-0398,EVSE-009,2026-02-17T00:02:39.797884Z,2026-02-17T00:32:39.797884Z,TOU
run_20260217_220238-0399,EVSE-047,2026-02-17T08:34:10.213476Z,2026-02-17T09:34:10.213476Z,TOU
run_20260217_220238-0400,EVSE-018,2026-02-17T11:56:30.631254Z,2026-02-17T12:56:30.631254Z,TOU
run_20260217_220238-0401,EVSE-019,2026-02-17T22:06:20.530392Z,2026-02-17T23:21:20.530392Z,TOU
run_20260217_220238-0402,EVSE-017,2026-02-17T23:08:07.812849Z,2026-02-18T00:23:07.812849Z,TOU
run_20260217_220238-0403,EVSE-016,2026-02-17T17:14:24.025120Z,2026-02-17T17:54:24.025120Z,TOU
run_20260217_220238-0404,EVSE-032,2026-02-17T04:47:54.258646Z,2026-02-17T05:07:54.258646Z,TOU
run_20260217_220238-0405,EVSE-049,2026-02-17T14:04:21.303468Z,2026-02-17T15:04:21.303468Z,TOU
run_20260217_220238-0406,EVSE-028,2026-02-17T18:22:31.662668Z,2026-02-17T19:22:31.662668Z,TOU
run_20260217_220238-0407,EVSE-050,2026-02-17T08:20:01.504145Z,2026-02-17T09:00:01.504145Z,TOU
run_20260217_220238-0408,EVSE-029,2026-02-17T15:53:08.069494Z,2026-02-17T16:23:08.069494Z,TOU
run_20260217_220238-0409,EVSE-008,2026-02-17T06:34:38.343319Z,2026-02-17T07:14:38.343319Z,TOU
run_20260217_220238-0410,EVSE-045,2026-02-17T09:28:15.148232Z,2026-02-17T10:28:15.148232Z,TOU
run_20260217_220238-0411,EVSE-029,2026-02-17T05:30:22.324009Z,2026-02-17T06:10:22.324009Z,TOU
run_20260217_220238-0412,EVSE-007,2026-02-17T00:28:37.940915Z,2026-02-17T00:58:37.940915Z,TOU
run_20260217_220238-0413,EVSE-032,2026-02-17T06:48:49.412546Z,2026-02-17T07:08:49.412546Z,TOU
run_20260217_220238-0414,EVSE-001,2026-02-17T08:36:55.032734Z,2026-02-17T08:56:55.032734Z,TOU
run_20260217_220238-0415,EVSE-044,2026-02-17T01:25:31.683273Z,2026-02-17T02:25:31.683273Z,TOU
run_20260217_220238-0416,EVSE-050,2026-02-17T22:39:31.180237Z,2026-02-17T22:59:31.180237Z,TOU
run_20260217_220238-0417,EVSE-042,2026-02-17T19:06:30.391274Z,2026-02-17T20:21:30.391274Z,TOU
run_20260217_220238-0418,EVSE-005,2026-02-17T11:10:07.579960Z,2026-02-17T12:10:07.579960Z,TOU
run_20260217_220238-0419,EVSE-001,2026-02-17T20:35:06.583199Z,2026-02-17T20:55:06.583199Z,TOU
run_20260217_220238-0420,EVSE-013,2026-02-17T22:47:03.629026Z,2026-02-17T23:27:03.629026Z,TOU
run_20260217_220238-0421,EVSE-024,2026-02-17T04:30:24.583030Z,2026-02-17T05:30:24.583030Z,TOU
run_20260217_220238-0422,EVSE-031,2026-02-17T13:27:19.671279Z,2026-02-17T14:42:19.671279Z,TOU
run_20260217_220238-0423,EVSE-020,2026-02-17T19:02:07.757114Z,2026-02-17T19:42:07.757114Z,TOU
run_20260217_220238-0424,EVSE-015,2026-02-17T23:52:25.148433Z,2026-02-18T00:22:25.148433Z,TOU
run_20260217_220238-0425,EVSE-011,2026-02-17T08:56:53.489218Z,2026-02-17T09:26:53.489218Z,TOU
run_20260217_220238-0426,EVSE-011,2026-02-17T22:56:54.812044Z,2026-02-17T23:36:54.812044Z,TOU
run_20260217_220238-0427,EVSE-013,2026-02-17T12:20:30.695383Z,2026-02-17T12:40:30.695383Z,TOU
run_20260217_220238-0428,EVSE-031,2026-02-17T02:25:20.593805Z,2026-02-17T02:55:20.593805Z,TOU
run_20260217_220238-0429,EVSE-008,2026-02-17T22:40:45.079650Z,2026-02-17T23:40:45.079650Z,TOU
run_20260217_220238-0430,EVSE-037,2026-02-17T12:58:38.780883Z,2026-02-17T13:28:38.780883Z,TOU
run_20260217_220238-0431,EVSE-030,2026-02-17T03:27:47.652521Z,2026-02-17T03:47:47.652521Z,TOU
run_20260217_220238-0432,EVSE-001,2026-02-17T06:27:46.465999Z,2026-02-17T06:57:46.465999Z,TOU
run_20260217_220238-0433,EVSE-009,2026-02-17T22:55:19.029510Z,2026-02-17T23:55:19.029510Z,TOU
run_20260217_220238-0434,EVSE-048,2026-02-17T18:14:45.008982Z,2026-02-17T18:34:45.008982Z,TOU
run_20260217_220238-0435,EVSE-018,2026-02-17T00:32:57.244742Z,2026-02-17T01:32:57.244742Z,TOU
run_20260217_220238-0436,EVSE-014,2026-02-17T09:16:59.893049Z,2026-02-17T10:31:59.893049Z,TOU
run_20260217_220238-0437,EVSE-033,2026-02-17T15:56:42.075938Z,2026-02-17T17:11:42.075938Z,TOU
run_20260217_220238-0438,EVSE-008,2026-02-17T21:02:17.904880Z,2026-02-17T22:17:17.904880Z,TOU
run_20260217_220238-0439,EVSE-027,2026-02-17T12:04:17.197297Z,2026-02-17T12:34:17.197297Z,TOU
run_20260217_220238-0440,EVSE-021,2026-02-17T08:30:39.264250Z,2026-02-17T09:10:39.264250Z,TOU
run_20260217_220238-0441,EVSE-046,2026-02-17T08:00:10.098118Z,2026-02-17T09:15:10.098118Z,TOU
run_20260217_220238-0442,EVSE-009,2026-02-17T19:36:30.963896Z,2026-02-17T20:06:30.963896Z,TOU
run_20260217_220238-0443,EVSE-035,2026-02-17T15:06:40.326815Z,2026-02-17T15:36:40.326815Z,TOU
run_20260217_220238-0444,EVSE-037,2026-02-17T01:53:34.504479Z,2026-02-17T02:53:34.504479Z,TOU
run_20260217_220238-0445,EVSE-038,2026-02-17T04:47:36.618484Z,2026-02-17T05:47:36.618484Z,TOU
run_20260217_220238-0446,EVSE-039,2026-02-17T05:13:57.118061Z,2026-02-17T05:53:57.118061Z,TOU
run_20260217_220238-0447,EVSE-006,2026-02-17T22:38:17.485830Z,2026-02-17T23:18:17.485830Z,TOU
run_20260217_220238-0448,EVSE-005,2026-02-17T02:40:33.658662Z,2026-02-17T03:40:33.658662Z,TOU
run_20260217_220238-0449,EVSE-020,2026-02-17T09:48:25.343799Z,2026-02-17T10:48:25.343799Z,TOU
run_20260217_220238-0450,EVSE-005,2026-02-17T16:41:21.797630Z,2026-02-17T17:56:21.797630Z,TOU
run_20260217_220238-0451,EVSE-045,2026-02-17T15:18:03.978293Z,2026-02-17T16:18:03.978293Z,TOU
run_20260217_220238-0452,EVSE-012,2026-02-17T20:03:50.115203Z,2026-02-17T20:43:50.115203Z,TOU
run_20260217_220238-0453,EVSE-024,2026-02-17T09:36:46.921036Z,2026-02-17T10:06:46.921036Z,TOU
run_20260217_220238-0454,EVSE-014,2026-02-17T10:03:43.970177Z,2026-02-17T10:33:43.970177Z,TOU
run_20260217_220238-0455,EVSE-008,2026-02-17T18:40:35.793451Z,2026-02-17T19:10:35.793451Z,TOU
run_20260217_220238-0456,EVSE-029,2026-02-17T01:59:54.907773Z,2026-02-17T02:19:54.907773Z,TOU
run_20260217_220238-0457,EVSE-009,2026-02-17T09:38:23.157555Z,2026-02-17T10:18:23.157555Z,TOU
run_20260217_220238-0458,EVSE-003,2026-02-17T13:47:16.841725Z,2026-02-17T14:07:16.841725Z,TOU
run_20260217_220238-0459,EVSE-049,2026-02-17T11:39:35.397768Z,2026-02-17T11:59:35.397768Z,TOU
run_20260217_220238-0460,EVSE-038,2026-02-17T21:00:44.236702Z,2026-02-17T22:15:44.236702Z,TOU
run_20260217_220238-0461,EVSE-046,2026-02-17T11:17:28.332828Z,2026-02-17T11:47:28.332828Z,TOU
run_20260217_220238-0462,EVSE-027,2026-02-17T07:13:41.316855Z,2026-02-17T07:43:41.316855Z,TOU
run_20260217_220238-0463,EVSE-036,2026-02-17T00:21:09.458368Z,2026-02-17T00:41:09.458368Z,TOU
run_20260217_220238-0464,EVSE-044,2026-02-17T22:00:33.777541Z,2026-02-17T23:00:33.777541Z,TOU
run_20260217_220238-0465,EVSE-022,2026-02-17T23:40:35.303036Z,2026-02-18T00:40:35.303036Z,TOU
run_20260217_220238-0466,EVSE-032,2026-02-17T03:43:35.851113Z,2026-02-17T04:43:35.851113Z,TOU
run_20260217_220238-0467,EVSE-020,2026-02-17T20:26:46.877824Z,2026-02-17T21:26:46.877824Z,TOU
run_20260217_220238-0468,EVSE-043,2026-02-17T21:40:16.774489Z,2026-02-17T22:00:16.774489Z,TOU
run_20260217_220238-0469,EVSE-028,2026-02-17T11:52:05.733078Z,2026-02-17T13:07:05.733078Z,TOU
run_20260217_220238-0470,EVSE-050,2026-02-17T06:48:21.516416Z,2026-02-17T07:48:21.516416Z,TOU
run_20260217_220238-0471,EVSE-002,2026-02-17T16:17:30.287508Z,2026-02-17T16:37:30.287508Z,TOU
run_20260217_220238-0472,EVSE-035,2026-02-17T08:58:46.780781Z,2026-02-17T09:58:46.780781Z,TOU
