session_id,receipt_hash,merkle_root,energy_kwh,start_ts,end_ts,batch_day,batch_root
run_20260217_220238-0073,0xf0f5bf6f5e492bc95fcf9e915a0437b22c04bfa8641b876dafa9bacc5c59e2c9,0x6df2cb58ce975e6cec4bfc0c7140d7d82b1afbd50a3efe98fd93015d98851191,7.37,2026-02-17T23:05:24.872121Z,2026-02-18T00:05:24.872121Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0074,0xebc2616fc4e2be56a180083df775fbccdca949a765c6f511b56c5915c80ef6ec,0x0f2a80ca16f0136c54af265c1309b0aa11f9fe4a2653c1f102273a5768b040e7,4.665,2026-02-17T01:26:45.815122Z,2026-02-17T02:06:45.815122Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0075,0x475e5fff80da6a4c460f7b304082db1fe91180d1473c179db36ea6238c0473b8,0x0590b4ec11de0d8c10719aa24a840a829900d724f7b0bc08c3c5d510d670c395,3.722,2026-02-17T14:25:40.734867Z,2026-02-17T14:55:40.734867Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0076,0x017aeaa72449ef18ce0057a71bdbf9f648fa7e5319d3447cce9038d9a81fb18b,0x81bf5419f0ab8601c0702a4d55f9c3f7aaf41bdbf36d9fcf6ec1f0b1264e128a,10.793,2026-02-17T18:08:15.647285Z,2026-02-17T18:38:15.647285Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0077,0x45387a81f4cb3d513d9471dc2ef49de44b8be59dca1e93d2c89fc2548e95391f,0xea4d7517e00693794ee4d2975d8651e4bee8921d18541cd2ad4098b3494e15ae,3.645,2026-02-17T02:22:14.118521Z,2026-02-17T02:42:14.118521Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0078,0x13ac64e7efe6cf7f34b2ac7fa6544000fb1a90a49cf0bd306e73a670e4c717b4,0x75e8142550fc80e5a9bc82616501fe210cc5c22f9e55ac60b8e16400bd8f97b6,3.631,2026-02-17T03:11:18.902433Z,2026-02-17T03:41:18.902433Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0079,0xde83531781f1d3f2705ba89ec4ef7e765a297cb501c100a33adcd56fa433d467,0x96ee02c3566c720caf1b8f2a37ec19c1dcce2da4c00757b236af661defc1d449,10.903,2026-02-17T06:05:14.520237Z,2026-02-17T07:05:14.520237Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0080,0x17d1d03e2e93fbce8224adc4726cad0889f7a940921254bc4a9af25bf7d19ce8,0x9daf556b81e8bcb34e4b2051feeb605d09942ae60c4822afb77a0eab882b5511,3.605,2026-02-17T13:45:09.959294Z,2026-02-17T14:05:09.959294Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0081,0xd415804a9824fe9d27bd5d3f85a18dd6cc20e2538b605a294ed24304f29edf5a,0x65e0af9b1e8a324df9c5a0ddd1152bbcd801c3e6f7c898eb665fba5b5352d10c,25.539,2026-02-17T17:22:58.617638Z,2026-02-17T18:37:58.617638Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0082,0x953461c8ee6309dd5e0d9c1b0471ccbed33db8db42793b1b871da2788a293f73,0xd7861d6b5a64c39fb8c8c0a8b272877ebb020d1e295abccf1a8aa0617d61dbe5,22.818,2026-02-17T13:05:57.694789Z,2026-02-17T14:05:57.694789Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0083,0x622edfd1b43155b3dace7a435b97b274c3c688a8bd271834de112098662d7ac7,0xffb0afe6b5ffb48b1dc1f5c14f97e06a55ad54ef4e6d3f11eaaa738e3574b47c,13.371,2026-02-17T01:01:27.632500Z,2026-02-17T02:16:27.632500Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0084,0x010979116d9d1b7c0204c0dae47e2fdf5401eb4cd6da112cc91db821091a286d,0xfc3ea1eeed9980caa42e489632804969b86ac44b050647fcadbc6be41e0307e0,22.845,2026-02-17T10:12:17.759626Z,2026-02-17T11:12:17.759626Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0085,0x856f1f93f6486f050a003afd45966fff372c3b0ce011aa4d327dd5f29ddb1cd1,0x5f2aac0e7e148856f4a8767c1cf3c4239821c1a35e467b68bdf82e5605f936e6,7.435,2026-02-17T20:32:43.071234Z,2026-02-17T21:32:43.071234Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0086,0x0f26a68e27210f3d98d44ed581457f6434179b3378d0c534adc0ae908e521ff5,0xaa46e4ab75d5c71b9a632df44c314f8150dc92f009d8b8cc90ceec513d6b3ebb,7.349,2026-02-17T05:52:36.740044Z,2026-02-17T06:12:36.740044Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0087,0x6ac8732776dc0ae7d09a9b3ace520bfa5af3e7eb566f4b3a67202f15765a5ece,0x5f997494fbfed480a9917b822822ff1bd1b79d17fa38bb97561e8ac41069a91b,3.642,2026-02-17T05:51:52.912387Z,2026-02-17T06:11:52.912387Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0088,0x0fdd6db9b4852827403a43522a00a6d8304a2d4e130870a64ecd04546d64cf82,0x922f0b6de6e8fc2197792ea568c0bc60f572ed11fa1ca6078b3774dd61840360,9.137,2026-02-17T18:41:27.207173Z,2026-02-17T19:56:27.207173Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0089,0xf7e86e12d8e0d4f5c1f271d0c266a89f7d645fb16f096f3dcded628dd4a4a126,0xe727490d7f3a6d4584c9575454e3e18595082ed974c8c84f65b8ef7dda7f4a9f,7.308,2026-02-17T06:10:27.629315Z,2026-02-17T07:10:27.629315Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0090,0x70a741d461c4ed5c477165a2a5ebe3395f77dd12e86f778225ab4f7edb86d7f4,0xe749442430e359da2e48135e3b753c21a83b61d7e7f352afa44dd7b239524ce6,2.532,2026-02-17T21:52:05.578256Z,2026-02-17T22:12:05.578256Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0091,0x1c00ce847f34d130075fad28c5a3fb8b6a9eff1f04eb4b90cb14338ef8a9864a,0x3e6c85ff6e9b27927a79366d87f91c3a9f6a929500e058828535e937e5fdb9a8,3.452,2026-02-17T15:59:22.871017Z,2026-02-17T16:29:22.871017Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0092,0xc096d60cb60f74ebcd489ad3d97e3569be13a422087c342fabf3dbb5bb366d8b,0x931ca0eeb5d42b04cd5dd51eee2144432a7aa37b3a93e60894919ac383e908af,5.745,2026-02-17T18:18:46.371451Z,2026-02-17T18:48:46.371451Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0093,0xddfe2dbf17b079a9c91e3c1e265a1c835ea2ec5255a417628a7c555547a1507f,0xecdf3907c9f80612587b582dd4479cf514f527a984544e04c5ba66513e263497,13.08,2026-02-17T10:27:13.254244Z,2026-02-17T11:42:13.254244Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0094,0x8f6b3477c57abde2a1a1816ccbb56fa885900cb6297503c7f1c53d2aa4e1ee54,0xc9786aab798b1de6d7ee8d2961254ee1505a45ecaef41cea1196f196e1487a8f,6.696,2026-02-17T22:08:30.441499Z,2026-02-17T22:28:30.441499Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0095,0x0bdcdd8869b818d5bbd5f80853aa71e393dc9a0298064082f970da4dfb3f0556,0x43493f93d6cdbbbc32d719f89fb89ba8955cb431a14c7998f43b3108327af9be,27.673,2026-02-17T13:11:23.008005Z,2026-02-17T14:26:23.008005Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0096,0x6104b0a8f8e596a277003796b6bc4f919401860d3d4cafbf85bbe616606b61d6,0x2f4487b2d2e33a1698f2b497c3ad108c1c0572b34f11f504bb31b156673ecfb9,7.227,2026-02-17T15:02:05.588746Z,2026-02-17T15:42:05.588746Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0097,0xb064506e45105de1bbc695e13aca55d0a194f6e911b12e9f611b64f1b3fc1fa5,0x16383a3f8fce688731f90924e2e0e4cc4e99fcf8e4de0a59cfdbdab35004df51,9.193,2026-02-17T03:32:44.675137Z,2026-02-17T04:47:44.675137Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0098,0xbffdd453ec0d4659214491088dd75e2d31713cc5538d724bfdcfff1105e2b05e,0x360be876fca2239a06379381924a8367ddb2c4e3300b29867bcb9bf2a691c4b5,22.902,2026-02-17T21:44:25.663818Z,2026-02-17T22:44:25.663818Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0099,0x2ae6fdda3adee2b0eaf8635b122533d8915d9911b68b766b0514c4837e69216e,0x76fb2369ef0fac0cb74f1a21d1c7b0e51636b944241702b28169934fc7d86218,15.394,2026-02-17T23:04:38.616660Z,2026-02-17T23:44:38.616660Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0100,0x8e4104df00c230fbac677737062aa83f45fa258c5588dd3a3604be6034cbebf6,0x175376d6a6e10c4d72b23760bbe33b9cca2d79be4b202cb4010d1f760cd4a122,22.403,2026-02-17T06:42:47.797784Z,2026-02-17T07:42:47.797784Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0101,0x3d3d562f35c05cdfb0045a0bbd74239007573c8fcbb564dc4920a7b1d8498b80,0x3a074b0effbff9582c30739a1ca4d39e64c271e1355fe766e4ba5d83ab464522,6.943,2026-02-17T11:54:48.861855Z,2026-02-17T12:54:48.861855Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0102,0x42dd1ec0fe4dbe8313d28df8a4955b5e6db92295375230d865849668515afb49,0xb47c7783aac2ce7f1f825cc6036b704b616e3248aa1a26f7a0d8d1f6fb9a5c0f,7.46,2026-02-17T11:39:46.323443Z,2026-02-17T12:39:46.323443Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0103,0x97a18edfd266a39be4c1537e68eeca4b7a28c06f5b95e78b0b75127159e0ee8b,0xe3f2fe1ddf54936a34b69ab373b8eb3da448456f5a45cd6fc793cc69d7284440,3.649,2026-02-17T04:59:24.712922Z,2026-02-17T05:29:24.712922Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0104,0x5f126750ce9054c376b6f36f6a475b0dd2596da5400dbb24f7ae673cfea854d1,0xa9334da92fe3cfe7bae6e3469180d863e7578c675b48ca24e74d3a80daeeff28,3.37,2026-02-17T23:31:38.064344Z,2026-02-18T00:01:38.064344Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0105,0x623c2bce75244c45147613c2f29514ed990b537769180df9548437723a53dc23,0x393df816ef9828514d3ea3f6493aa187351b4abc58421beec508c370eec950c2,13.537,2026-02-17T08:38:54.570340Z,2026-02-17T09:53:54.570340Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0106,0x56ed9603eb5494eba10f3f9c5e2c171180f64823da722dec8c0f876b7f4c6260,0x76df081c20d8d1ae64a4f5862b6c4a4f5bf546cf7d6fbae487e78b15bf8805dc,27.213,2026-02-17T11:21:28.463924Z,2026-02-17T12:36:28.463924Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0107,0x5ed3206674626d33e0a1dda8d28d10b885cb83c997e56ab977626789c48ed3c5,0x90d46c0e697aabebfc4ca437f85079c930338291bb48d04d1dbe8b6b5943d8c2,22.758,2026-02-17T05:17:02.079923Z,2026-02-17T06:17:02.079923Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0108,0xaac06199396243aba00e40d2454a44cac147176ebc9834ddc4a435d9bd0d51d6,0x007b7115b84e9a21340c41453f313cb76eda350b9ce9a1ab81d5a6df456ab5ee,5.667,2026-02-17T23:06:15.965339Z,2026-02-17T23:36:15.965339Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0109,0xaf2abdebafd54ea3df98f01387989ef0d115439139c844d9a48dcebe819ddf7a,0xe682df9544d03459a60324552b413fcc0086ed33231fd96f3689c0546a8df4e0,10.404,2026-02-17T02:30:43.320436Z,2026-02-17T03:30:43.320436Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0110,0xfcd1b69d415040556b2c1c7b74599d2918e7e672bfac1a075f62307194e5bc3c,0x7c90232bf1761fa46e59be516c3ddd640c18fd768e1072d7c3bf149b8d465436,20.769,2026-02-17T16:53:16.708377Z,2026-02-17T17:53:16.708377Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0111,0x2eb3cbd4a86d8f954e7eb0a44eecc5c68bd1cf8cfdad89a29e86f0d20a7c2377,0x85a08be48b16d0af04122fe551ddd02ef1663e08322d54f52d6453c26038f591,3.829,2026-02-17T04:45:25.307711Z,2026-02-17T05:15:25.307711Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0112,0x1cf123c83da9307a6c06e2686c65b44769bef080864e647f560869968b437847,0x1bab9928b31dcaf38e197b7ed408c7c3a64665b2f379e319e3bedf4f7bf3fd3a,7.606,2026-02-17T01:11:46.041534Z,2026-02-17T01:31:46.041534Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0113,0x6905bd4ffb8f9ac4cb56493aa3023c7bc8870f3084f9bfbf79866c3e0cb6a2cb,0xf046f1785815adaa2d742770bf5c22345e2a84702bc875c4efbf08dfce5f4a9c,11.171,2026-02-17T11:16:34.666235Z,2026-02-17T12:16:34.666235Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0114,0x1fedf855df8038790b05927d12f1bcf75b95fd5c3bad9ef6c242841b25374280,0x8c32a79074cb0aced0cff866440d024fde8550a06a7480b9dddb51d9abe55396,4.028,2026-02-17T20:43:33.064708Z,2026-02-17T21:03:33.064708Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0115,0xebe9d404e9f5c5f2b8e0b33e1e1ddc1d08e3b6e5e8aa1ccecd9a4cfd5c76c74b,0x0ac66331c28427156c90bd555e2aa49b20cab79483b6337f4d6ef34ef634f3cb,28.432,2026-02-17T06:57:15.701939Z,2026-02-17T08:12:15.701939Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0116,0xffe7e4ea67d39976f25cfd30a8347af494bad221a538e189620ae6669a2f216c,0x1ca8488f8495a1ccf1691ada0d38ec5b8f41b5f156271fd5398300e0536db797,8.978,2026-02-17T10:44:37.704909Z,2026-02-17T11:59:37.704909Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0117,0x96fe0320af56898e5e5f56ce3f2ec0f70a9a08b4be8f9460ac93c3cf58e95222,0x81dc71c508b4a3b83aba880c6accf6f1047fd2b7daced6b3fecad6c1d5cded21,2.392,2026-02-17T13:36:01.780048Z,2026-02-17T13:56:01.780048Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0118,0x3f5c0ffd5396f6e42a2f9a9690052d97133ddb020d55593e1c8dae45cb562d44,0xf9473c9286c648b5dbaeaafb91348b155f1ce620a8e7dc712705f93c661dc208,4.974,2026-02-17T01:24:05.889654Z,2026-02-17T02:04:05.889654Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0119,0xfb1f690b1ed3b654f65d3611b06380a50038ac13c3e14ed2143d608cfb245ae5,0x384aa95d72cd1059a5cebd9d8414ea8563170c1bf0247cf3620c1ed3e17360f6,13.346,2026-02-17T08:10:25.479740Z,2026-02-17T09:25:25.479740Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0120,0x3c5795cffa554222aba0f55c7307065050fa34d72463d7e02185f60ba5fc01ff,0x55266032a45d75ffb6fda441390794eb919d0c6f46a043437d463f586808c71f,11.387,2026-02-17T04:40:14.943476Z,2026-02-17T05:40:14.943476Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0121,0x2ceb5b9616a0064f1d87874cc8ca5d8d35d2ec893fd36ecfdcfed4f833a7d0f2,0xa2ebfa227c7e5d9fee93e1218c58f283fecece366771987ded85b246b30cec02,4.769,2026-02-17T10:30:13.334959Z,2026-02-17T11:10:13.334959Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0122,0xe87cdd9890914f939ba278d776e1f305aaa5965e795bd15ecb514dbdb093ad23,0xe58632dfa4964c0f58492ca5668b1e164abc3fc1226a7edbf99bda71a7cf668e,4.709,2026-02-17T01:34:23.867354Z,2026-02-17T02:14:23.867354Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0123,0x30a3505026670e2260591d0efc38136c66a385897eb4ef2f200b3f93a50a9197,0x0ad91c618ef39bac41535431a110afc1e36782fcb5169b405d387f5aa004883e,3.339,2026-02-17T15:30:49.864323Z,2026-02-17T15:50:49.864323Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0124,0x87630e7affd7b769f025af27a20c67d08678cae14848576bf80998039db64702,0x249b4d6348afbeddc2e2eeb115a3b1d764a025113401d96669c2c7ace30f8041,5.251,2026-02-17T21:24:12.251910Z,2026-02-17T21:54:12.251910Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0125,0x992b5f77b7ca863343f897915a806df1c41a75c180afa4cea763822d87bf7e83,0xe729d5f4fec26727a4fb4513673e2b4e31541f94539a0cecc7cb7fe773c8c76b,22.802,2026-02-17T14:42:39.461522Z,2026-02-17T15:42:39.461522Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0126,0xd00d25ccf60b5506717b1e14e7ed89125decbc9371427477a6aab41589c0da26,0xdd85dc4c88afa5fb0231581385ca7b591c4e3b97279291aa83a069ac6ad0a9e2,7.303,2026-02-17T23:02:57.833316Z,2026-02-17T23:42:57.833316Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0127,0x7e74435317432570b72eca383cee93b012f36e58bd48f4ec57a2a1050538ae1b,0x9e62628204893290b7f0207ba45f8937e3b057477ecb7fd11c6338d7cfe2b300,27.435,2026-02-17T11:48:27.985192Z,2026-02-17T13:03:27.985192Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0128,0xe187312fd5f50001a0344ed1299062dd63c21676ddccc2940b918cd6253b4345,0x7296f7a312cbf84734ca47c227ea2daf3b47e195d8c0eb5e2c5c28cba37f22f6,10.547,2026-02-17T09:58:43.588863Z,2026-02-17T10:28:43.588863Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0129,0xe870e30b45f81a2fc92e2e142050c2fca52e4b6b29b39601a3bbd93cca15419b,0x2533fe7bc2b1167771f7a1b8395b6cb24f1097124e156a3cc9fd4529a592336e,7.53,2026-02-17T23:31:43.811447Z,2026-02-18T00:11:43.811447Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0130,0xcd1249980cf34b4192b05065478c3301a19390116e1f3e722442dd22ab7bb5ac,0x99ccd085717dc1970d978bd6b2c8e23e3a5b8ccbcd2a41b3f357e2edf1206853,20.858,2026-02-17T10:31:19.382821Z,2026-02-17T11:31:19.382821Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0131,0x79fec130ea4b0d3c81955d02a5b2b593b9d943845394374a7bc00472cd39baa5,0x0d47a0ecfe2049d5db66a4e8e9659dcceb587e771e8c62f15959698fa380a94b,6.793,2026-02-17T18:35:11.487917Z,2026-02-17T19:15:11.487917Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0132,0xa2fa89a83e490056908de9914e964bc1069e4d19192afd06f0c58ea86b28e619,0xd3b7733de982be446a76c7079fbb46c36e2294999e0e054a6e004abc6716fffd,10.69,2026-02-17T14:52:14.422384Z,2026-02-17T15:52:14.422384Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0133,0x8d9f97782e2719011d313f2ba591664b4c7cb5bb7a2e887e6c95cf3621655846,0xf5bf6c94932c58f1b2cbcc56ebcc5fe45c2fa395677aa85461d32466c7fe6fd8,8.787,2026-02-17T21:21:42.823352Z,2026-02-17T22:36:42.823352Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0134,0x1ee85db9fb2e7b1b1094e114099d1cb7b389c1c573298a278c922da5075e1b8d,0xb671d1e9e13ea93361c4e2b4ee72c70b23fbd0071bbb459ce98f3805a5df6f20,7.401,2026-02-17T19:11:47.003789Z,2026-02-17T19:51:47.003789Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0135,0xe78d1f266d4176887349a4b67eace70e99f865c82ac10538e72f5f0f9d604eb4,0x6121d94dad92f901fcd84f14d6d38455a8d099f9829622f1ecc3f7b05d486513,3.436,2026-02-17T03:52:50.937582Z,2026-02-17T04:12:50.937582Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0136,0x667a0f0e7d123ecd221cb44188fbf5d2579e3e7568dd0cbe8780b616c12cf616,0x50ffc5b88b948e7af924b2043c8d746f565761c6b07bc5669a5d0d2072ecafd9,28.665,2026-02-17T23:45:39.316643Z,2026-02-18T01:00:39.316643Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0137,0xffe034a155648e293f9f3103c22f5428572a91e171803a438e4e072e9b304c55,0xc7c66202687d77c1199be0a81cc22b1200358c3870c8de56f62dfb6b46c34dc1,11.351,2026-02-17T05:48:30.770378Z,2026-02-17T06:18:30.770378Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0138,0xcfdaa1e2af8f097c8c2e8ebee9ed431c942e2f4c6c7043b009b54b736f585fae,0x12c5ca0b36683d8bb921f1eeb8f265cd9fb19c03a3095aa8a04c58612fc7fd32,3.511,2026-02-17T12:31:27.965890Z,2026-02-17T13:01:27.965890Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0139,0xbf9300e7fcbfc621ea329fdef036e49580a30df9960418c37b41c30d5cf67f8a,0x42d8c1e30d8bff0fae71f159f3a20e1c38bbe7cc408a417bb5d24f3fa3074f93,3.837,2026-02-17T15:21:14.699376Z,2026-02-17T15:51:14.699376Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0140,0x279622fa7ec70cce4c9c35996f31cd465a3fc6b94fd0952aab648f955c04b065,0xe3350f2ad92642aa52a60364784957903a704a35d4376907a0e3496568f75650,7.001,2026-02-17T21:09:55.279559Z,2026-02-17T21:49:55.279559Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0141,0xefa7918571540fe03aab733ceedfea82e683d20c09ec36da6143380c3b4cf135,0xee1f4ca3dd018d5252de54e58a053c8177b160de643ff2dd59b03653739e0886,3.421,2026-02-17T04:44:07.632710Z,2026-02-17T05:14:07.632710Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0142,0xc8b9cedc152b66c14a6f9f65595a9f0d5810ff2fa4e8b785318c58411611065e,0x607991a0683fb017486f2e0dc1ec3d3c7e081a7065f959286b7f8f6fefff320b,8.817,2026-02-17T04:05:33.921738Z,2026-02-17T05:20:33.921738Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
run_20260217_220238-0143,0x1a6a847206316db904e35f1728a6b88d229e9117149bf927bc20923ec130faaf,0xdb5e0769f504ff932c331da762169842885554098f6b8d924c4b5c4db5e785c6,3.716,2026-02-17T16:35:14.149668Z,2026-02-17T16:55:14.149668Z,2026-02-17,0xa614a29f4fc1cbcdf36713ede6965e331845872ffdd11384cfc3aa63572f72a1
